Student,Vak,Activiteit,Zaal,Dag,Tijdslot
Bert Grooteman,Technology for games,h2,A1.04,vr,9
Bert Grooteman,Technology for games,w1,C1.112,ma,15
Bert Grooteman,Heuristieken 2,h1,A1.04,vr,11
Bert Grooteman,Technology for games,h1,A1.04,do,15
Bert Grooteman,Heuristieken 2,w1,A1.06,vr,15
Faya Jagersma,Calculus 2,h1,C0.110,ma,9
Faya Jagersma,Databases 2,h1,C0.110,ma,17
Faya Jagersma,Project Numerical Recipes,p1,A1.08,wo,13
Faya Jagersma,Databases 2,w1,A1.04,di,15
Faya Jagersma,Calculus 2,w3,A1.04,ma,13
Rudolph Bosman,Calculus 2,w2,A1.04,ma,11
Rudolph Bosman,Calculus 2,h1,C0.110,ma,9
Lammigje van Loveren,Compilerbouw,p2,A1.04,di,13
Lammigje van Loveren,Compilerbouw,h2,C0.110,di,11
Lammigje van Loveren,Compilerbouw,w2,A1.04,di,9
Lammigje van Loveren,Compilerbouw,h1,C0.110,di,9
Lammigje van Loveren,Autonomous Agents 2,h2,B0.201,do,13
Lammigje van Loveren,Databases 2,h1,C0.110,ma,17
Lammigje van Loveren,Machine Learning,h1,B0.201,do,15
Lammigje van Loveren,Databases 2,w1,A1.04,di,15
Lammigje van Loveren,Programmeren in Java 2,p2,A1.10,do,15
Lammigje van Loveren,Autonomous Agents 2,h1,B0.201,do,11
Lammigje van Loveren,Autonomous Agents 2,w1,A1.08,vr,13
Lammigje van Loveren,Machine Learning,h2,B0.201,vr,9
Lammigje van Loveren,Autonomous Agents 2,p3,C1.112,do,9
Lody van Bentem,Project Numerical Recipes,p2,A1.08,wo,15
Jurrian Fekkes,Autonomous Agents 2,h2,B0.201,do,13
Jurrian Fekkes,Calculus 2,h1,C0.110,ma,9
Jurrian Fekkes,Algoritmen en complexiteit,h1,B0.201,di,9
Jurrian Fekkes,Algoritmen en complexiteit,w1,B0.201,di,11
Jurrian Fekkes,Zoeken sturen en bewegen,p2,A1.08,do,13
Jurrian Fekkes,Calculus 2,w2,A1.04,ma,11
Jurrian Fekkes,Autonomous Agents 2,h1,B0.201,do,11
Jurrian Fekkes,Algoritmen en complexiteit,p2,B0.201,wo,9
Jurrian Fekkes,Autonomous Agents 2,w2,A1.08,vr,15
Jurrian Fekkes,Autonomous Agents 2,p3,C1.112,do,9
Antonius Fleming,Compilerbouw,h2,C0.110,di,11
Antonius Fleming,Compilerbouw,w1,A1.04,ma,15
Antonius Fleming,Compilerbouw,p1,A1.04,di,11
Antonius Fleming,Compilerbouw,h1,C0.110,di,9
Mellanie Zhang,Calculus 2,h1,C0.110,ma,9
Mellanie Zhang,Databases 2,h1,C0.110,ma,17
Mellanie Zhang,Databases 2,w2,A1.04,wo,9
Mellanie Zhang,Calculus 2,w2,A1.04,ma,11
Mellanie Zhang,Analysemethoden en -technieken,h1,A1.10,di,11
Mellanie Zhang,Programmeren in Java 2,p5,A1.10,vr,13
Tom Stokkel,Kansrekenen 2,h2,C0.110,ma,13
Tom Stokkel,Calculus 2,h1,C0.110,ma,9
Tom Stokkel,Project Numerical Recipes,p1,A1.08,wo,13
Tom Stokkel,Lineaire Algebra,h2,A1.10,ma,11
Tom Stokkel,Calculus 2,w3,A1.04,ma,13
Tom Stokkel,Lineaire Algebra,h1,A1.10,ma,9
Tom Stokkel,Kansrekenen 2,h1,C0.110,ma,11
Claudine Nagel,Programmeren in Java 2,p3,A1.10,vr,9
Fransiscus Zagers,Kansrekenen 2,h2,C0.110,ma,13
Fransiscus Zagers,Webprogrammeren en databases,h1,A1.04,do,11
Fransiscus Zagers,Webprogrammeren en databases,w1,C1.112,di,11
Fransiscus Zagers,Webprogrammeren en databases,h2,A1.04,do,13
Fransiscus Zagers,Webprogrammeren en databases,p1,C1.112,di,15
Fransiscus Zagers,Kansrekenen 2,h1,C0.110,ma,11
Seb Okkerse,Machine Learning,h1,B0.201,do,15
Seb Okkerse,Machine Learning,h2,B0.201,vr,9
Roma Rotgans,Bioinformatica,h3,B0.201,ma,13
Roma Rotgans,Bioinformatica,w3,A1.06,di,15
Roma Rotgans,Software engineering,p1,A1.04,wo,15
Roma Rotgans,Software engineering,w2,A1.04,wo,13
Roma Rotgans,Bioinformatica,h2,B0.201,ma,11
Roma Rotgans,Software engineering,h1,C0.110,ma,15
Roma Rotgans,Bioinformatica,p1,A1.06,wo,9
Roma Rotgans,Bioinformatica,h1,B0.201,ma,9
Miguel van Oss,Netwerken en systeembeveiliging,p2,A1.10,wo,15
Graciella van der Plas,Calculus 2,w2,A1.04,ma,11
Graciella van der Plas,Kansrekenen 2,h2,C0.110,ma,13
Graciella van der Plas,Calculus 2,h1,C0.110,ma,9
Graciella van der Plas,Kansrekenen 2,h1,C0.110,ma,11
Jackson Scherpenzeel,Kansrekenen 2,h2,C0.110,ma,13
Jackson Scherpenzeel,Lineaire Algebra,h2,A1.10,ma,11
Jackson Scherpenzeel,Lineaire Algebra,h1,A1.10,ma,9
Jackson Scherpenzeel,Analysemethoden en -technieken,h1,A1.10,di,11
Jackson Scherpenzeel,Kansrekenen 2,h1,C0.110,ma,11
Jackson Scherpenzeel,Programmeren in Java 2,p3,A1.10,vr,9
Eyup Milder,Calculus 2,w2,A1.04,ma,11
Eyup Milder,Calculus 2,h1,C0.110,ma,9
Nuriye Kooijmans,Moderne Databases,p2,A1.10,wo,9
Nuriye Kooijmans,Calculus 2,h1,C0.110,ma,9
Nuriye Kooijmans,Advanced Heuristics,h1,A1.06,di,9
Nuriye Kooijmans,Heuristieken 1,h1,A1.08,ma,9
Nuriye Kooijmans,Calculus 2,w3,A1.04,ma,13
Nuriye Kooijmans,Moderne Databases,h1,A1.10,ma,13
Nuriye Kooijmans,Heuristieken 1,w1,B0.201,wo,11
Nuriye Kooijmans,Moderne Databases,w3,A1.10,di,13
Nuriye Kooijmans,Analysemethoden en -technieken,h1,A1.10,di,11
Nuriye Kooijmans,Advanced Heuristics,p1,A1.08,vr,9
Kelly Doedens,Databases 2,h1,C0.110,ma,17
Kelly Doedens,Calculus 2,w1,A1.04,ma,9
Kelly Doedens,Calculus 2,h1,C0.110,ma,9
Kelly Doedens,Databases 2,w2,A1.04,wo,9
Wytske Buining,Reflectie op de digitale cultuur,w2,C1.112,ma,11
Wytske Buining,Compilerbouw,h2,C0.110,di,11
Wytske Buining,Compilerbouw,w2,A1.04,di,9
Wytske Buining,Compilerbouw,h1,C0.110,di,9
Wytske Buining,Algoritmen en complexiteit,h1,B0.201,di,9
Wytske Buining,Compilerbouw,p2,A1.04,di,13
Wytske Buining,Reflectie op de digitale cultuur,h1,A1.10,ma,15
Wytske Buining,Databases 2,h1,C0.110,ma,17
Wytske Buining,Databases 2,w2,A1.04,wo,9
Wytske Buining,Algoritmen en complexiteit,w2,B0.201,di,13
Wytske Buining,Reflectie op de digitale cultuur,h2,A1.10,di,9
Wytske Buining,Algoritmen en complexiteit,p2,B0.201,wo,9
Wytske Buining,Programmeren in Java 2,p6,A1.10,vr,15
Maryam Wiegmans,Reflectie op de digitale cultuur,h1,A1.10,ma,15
Maryam Wiegmans,Reflectie op de digitale cultuur,w1,C1.112,ma,9
Maryam Wiegmans,Moderne Databases,h1,A1.10,ma,13
Maryam Wiegmans,Moderne Databases,w2,B0.201,vr,15
Maryam Wiegmans,Project Genetic Algorithms,p1,A1.08,di,15
Maryam Wiegmans,Reflectie op de digitale cultuur,h2,A1.10,di,9
Maryam Wiegmans,Moderne Databases,p3,A1.10,wo,11
Ziggy de Smit,Heuristieken 2,h1,A1.04,vr,11
Ziggy de Smit,Heuristieken 2,w1,A1.06,vr,15
Kamil Streefland,Data Mining,h2,A1.04,vr,15
Kamil Streefland,Data Mining,h1,A1.04,vr,13
Kamil Streefland,Data Mining,p2,C1.112,vr,11
Kamil Streefland,Kansrekenen 2,h2,C0.110,ma,13
Kamil Streefland,Data Mining,w2,C1.112,do,13
Kamil Streefland,Programmeren in Java 2,p5,A1.10,vr,13
Kamil Streefland,Kansrekenen 2,h1,C0.110,ma,11
Richenel Giesen,Analysemethoden en -technieken,h1,A1.10,di,11
Evelyn Koelemij,Compilerbouw,p2,A1.04,di,13
Evelyn Koelemij,Compilerbouw,h2,C0.110,di,11
Evelyn Koelemij,Compilerbouw,w2,A1.04,di,9
Evelyn Koelemij,Compilerbouw,h1,C0.110,di,9
Evelyn Koelemij,Kansrekenen 2,h2,C0.110,ma,13
Evelyn Koelemij,Calculus 2,h1,C0.110,ma,9
Evelyn Koelemij,Calculus 2,w3,A1.04,ma,13
Evelyn Koelemij,Kansrekenen 2,h1,C0.110,ma,11
Emircan van de Bunt,Compilerbouw,p2,A1.04,di,13
Emircan van de Bunt,Compilerbouw,h2,C0.110,di,11
Emircan van de Bunt,Compilerbouw,w1,A1.04,ma,15
Emircan van de Bunt,Compilerbouw,h1,C0.110,di,9
Do?ukan Krikke,Compilerbouw practicum,p1,B0.201,ma,15
