Student,Vak,Activiteit,Zaal,Dag,Tijdslot
Faya Jagersma,Project Numerical Recipes,p2,C1.112,di,11
Faya Jagersma,Calculus 2,w3,B0.201,ma,13
Faya Jagersma,Calculus 2,h1,C0.110,wo,13
Faya Jagersma,Databases 2,w2,C0.110,wo,11
Jory Leijenaar,Project Genetic Algorithms,p1,A1.08,di,15
Jory Leijenaar,Compilerbouw practicum,p2,A1.04,vr,9
Lorraine Rijkens,Databases 2,h1,A1.10,wo,13
Lorraine Rijkens,Databases 2,w1,A1.04,wo,15
Romaisa Oostvogels,Bioinformatica,h3,B0.201,vr,11
Romaisa Oostvogels,Kansrekenen 2,h1,C0.110,ma,13
Romaisa Oostvogels,Heuristieken 2,w1,A1.10,vr,15
Romaisa Oostvogels,Project Numerical Recipes,p2,C1.112,di,11
Romaisa Oostvogels,Heuristieken 2,h1,A1.10,vr,13
Romaisa Oostvogels,Bioinformatica,p1,A1.08,vr,9
Romaisa Oostvogels,Bioinformatica,h1,C1.112,ma,11
Romaisa Oostvogels,Bioinformatica,w1,C1.112,do,15
Romaisa Oostvogels,Bioinformatica,h2,C1.112,ma,9
Romaisa Oostvogels,Kansrekenen 2,h2,C0.110,ma,11
Gonca Stroo,Programmeren in Java 2,p5,A1.04,wo,11
Laurentia Cooijmans,Collectieve Intelligentie,h3,C0.110,di,13
Laurentia Cooijmans,Collectieve Intelligentie,h1,C0.110,di,15
Laurentia Cooijmans,Collectieve Intelligentie,p3,A1.06,do,15
Laurentia Cooijmans,Heuristieken 2,w1,A1.10,vr,15
Laurentia Cooijmans,Heuristieken 2,h1,A1.10,vr,13
Laurentia Cooijmans,Collectieve Intelligentie,w2,A1.06,di,11
Laurentia Cooijmans,Calculus 2,h1,C0.110,wo,13
Laurentia Cooijmans,Calculus 2,w1,A1.04,di,9
Laurentia Cooijmans,Collectieve Intelligentie,h2,C0.110,di,17
Sherwin Lugthart,Calculus 2,h1,C0.110,wo,13
Sherwin Lugthart,Calculus 2,w1,A1.04,di,9
Ceciel Kentie,Moderne Databases,w1,A1.04,do,13
Ceciel Kentie,Moderne Databases,h1,A1.10,ma,13
Ceciel Kentie,Programmeren in Java 2,p1,A1.10,do,9
Ceciel Kentie,Reflectie op de digitale cultuur,w3,C1.112,vr,15
Ceciel Kentie,Reflectie op de digitale cultuur,h2,A1.10,ma,15
Ceciel Kentie,Moderne Databases,p1,C1.112,do,11
Ceciel Kentie,Reflectie op de digitale cultuur,h1,A1.10,di,9
Vinod Velt,Databases 2,h1,A1.10,wo,13
Vinod Velt,Webprogrammeren en databases,w2,B0.201,do,9
Vinod Velt,Webprogrammeren en databases,h2,C1.112,do,13
Vinod Velt,Webprogrammeren en databases,h1,A1.04,do,11
Vinod Velt,Webprogrammeren en databases,p3,C0.110,ma,15
Vinod Velt,Databases 2,w2,C0.110,wo,11
Djamilla Wesselink,Calculus 2,w4,A1.10,wo,15
Djamilla Wesselink,Kansrekenen 2,h1,C0.110,ma,13
Djamilla Wesselink,Zoeken sturen en bewegen,p1,C1.112,wo,11
Djamilla Wesselink,Calculus 2,h1,C0.110,wo,13
Djamilla Wesselink,Kansrekenen 2,h2,C0.110,ma,11
Sola Droog,Databases 2,h1,A1.10,wo,13
Sola Droog,Bioinformatica,h3,B0.201,vr,11
Sola Droog,Advanced Heuristics,p4,A1.06,di,13
Sola Droog,Advanced Heuristics,h1,A1.08,di,11
Sola Droog,Bioinformatica,p1,A1.08,vr,9
Sola Droog,Bioinformatica,h1,C1.112,ma,11
Sola Droog,Databases 2,w2,C0.110,wo,11
Sola Droog,Bioinformatica,h2,C1.112,ma,9
Sola Droog,Bioinformatica,w2,B0.201,di,9
Nadir Remijn,Netwerken en systeembeveiliging,p1,A1.06,vr,13
Gineke Korte,Architectuur en computerorganisatie,h1,A1.10,do,15
Gineke Korte,Architectuur en computerorganisatie,h2,C0.110,do,17
Rafaela Polfliet,Compilerbouw practicum,p3,A1.08,wo,11
Rafaela Polfliet,Advanced Heuristics,p1,A1.08,do,15
Rafaela Polfliet,Advanced Heuristics,h1,A1.08,di,11
Rafaela Polfliet,Netwerken en systeembeveiliging,p1,A1.06,vr,13
Rafaela Polfliet,Calculus 2,w3,B0.201,ma,13
Rafaela Polfliet,Calculus 2,h1,C0.110,wo,13
Heiltje Wijnands,Programmeren in Java 2,p1,A1.10,do,9
Heiltje Wijnands,Compilerbouw,p1,A1.04,di,13
Heiltje Wijnands,Compilerbouw,h1,C0.110,di,11
Heiltje Wijnands,Project Numerical Recipes,p3,A1.08,ma,13
Heiltje Wijnands,Compilerbouw,w1,C1.112,di,15
Heiltje Wijnands,Compilerbouw,h2,C0.110,di,9
Haiko Raaijmakers,Calculus 2,w4,A1.10,wo,15
Haiko Raaijmakers,Reflectie op de digitale cultuur,w1,B0.201,wo,11
Haiko Raaijmakers,Machine Learning,h1,A1.10,vr,11
Haiko Raaijmakers,Reflectie op de digitale cultuur,h2,A1.10,ma,15
Haiko Raaijmakers,Machine Learning,h2,A1.06,vr,9
Haiko Raaijmakers,Calculus 2,h1,C0.110,wo,13
Haiko Raaijmakers,Reflectie op de digitale cultuur,h1,A1.10,di,9
Mies Westra,Programmeren in Java 2,p7,C1.112,vr,9
Vivianne Buter,Calculus 2,w2,C0.110,wo,15
Vivianne Buter,Programmeren in Java 2,p3,A1.06,ma,11
Vivianne Buter,Advanced Heuristics,p4,A1.06,di,13
Vivianne Buter,Heuristieken 1,w2,C1.112,di,9
Vivianne Buter,Advanced Heuristics,h1,A1.08,di,11
Vivianne Buter,Project Numerical Recipes,p4,A1.04,do,9
Vivianne Buter,Calculus 2,h1,C0.110,wo,13
Vivianne Buter,Heuristieken 1,h1,C1.112,vr,11
Leida van de Ridder,Bioinformatica,p2,B0.201,di,11
Leida van de Ridder,Programmeren in Java 2,p5,A1.04,wo,11
Leida van de Ridder,Bioinformatica,h3,B0.201,vr,11
Leida van de Ridder,Reflectie op de digitale cultuur,w3,C1.112,vr,15
Leida van de Ridder,Bioinformatica,w3,B0.201,vr,13
Leida van de Ridder,Reflectie op de digitale cultuur,h2,A1.10,ma,15
Leida van de Ridder,Bioinformatica,h1,C1.112,ma,11
Leida van de Ridder,Calculus 2,w3,B0.201,ma,13
Leida van de Ridder,Calculus 2,h1,C0.110,wo,13
Leida van de Ridder,Bioinformatica,h2,C1.112,ma,9
Leida van de Ridder,Reflectie op de digitale cultuur,h1,A1.10,di,9
Agelo van der Meer,Informatie- en organisatieontwerp,h1,B0.201,do,11
Agelo van der Meer,Informatie- en organisatieontwerp,w1,A1.10,vr,9
Agelo van der Meer,Informatie- en organisatieontwerp,p2,A1.08,di,13
Agelo van der Meer,Programmeren in Java 2,p4,A1.08,ma,9
Agelo van der Meer,Algoritmen en complexiteit,p2,C0.110,do,13
Agelo van der Meer,Algoritmen en complexiteit,h1,A1.04,do,15
Agelo van der Meer,Algoritmen en complexiteit,w1,C1.112,wo,9
Agelo van der Meer,Informatie- en organisatieontwerp,h2,C0.110,do,9
Remon Kost,Calculus 2,w2,C0.110,wo,15
Remon Kost,Data Mining,h2,C1.112,di,13
Remon Kost,Data Mining,w1,A1.06,do,13
Remon Kost,Data Mining,p4,A1.04,di,15
Remon Kost,Data Mining,h1,A1.04,di,11
Remon Kost,Calculus 2,h1,C0.110,wo,13
Shauny van Hezik,Kansrekenen 2,h1,C0.110,ma,13
Shauny van Hezik,Kansrekenen 2,h2,C0.110,ma,11
Shauny van Hezik,Zoeken sturen en bewegen,p2,A1.06,wo,15
Timo Postuma,Kansrekenen 2,h1,C0.110,ma,13
Timo Postuma,Algoritmen en complexiteit,p1,A1.06,di,15
Timo Postuma,Heuristieken 1,w1,A1.04,vr,13
Timo Postuma,Netwerken en systeembeveiliging,p4,A1.10,do,11
Timo Postuma,Algoritmen en complexiteit,h1,A1.04,do,15
Timo Postuma,Heuristieken 1,h1,C1.112,vr,11
Timo Postuma,Algoritmen en complexiteit,w1,C1.112,wo,9
Timo Postuma,Programmeren in Java 2,p6,A1.10,do,13
Timo Postuma,Kansrekenen 2,h2,C0.110,ma,11
Juno Zaaijer,Webprogrammeren en databases,h2,C1.112,do,13
Juno Zaaijer,Heuristieken 1,w2,C1.112,di,9
Juno Zaaijer,Webprogrammeren en databases,h1,A1.04,do,11
Juno Zaaijer,Webprogrammeren en databases,w1,A1.06,wo,11
Juno Zaaijer,Heuristieken 1,h1,C1.112,vr,11
Juno Zaaijer,Webprogrammeren en databases,p3,C0.110,ma,15
Nurcan Fennis,Moderne Databases,p1,C1.112,do,11
Nurcan Fennis,Moderne Databases,w1,A1.04,do,13
Nurcan Fennis,Moderne Databases,h1,A1.10,ma,13
Ans van Montfort,Data Mining,h2,C1.112,di,13
Ans van Montfort,Reflectie op de digitale cultuur,w1,B0.201,wo,11
Ans van Montfort,Data Mining,w3,B0.201,wo,9
Ans van Montfort,Zoeken sturen en bewegen,p3,A1.06,vr,15
Ans van Montfort,Reflectie op de digitale cultuur,h2,A1.10,ma,15
Ans van Montfort,Data Mining,p4,A1.04,di,15
Ans van Montfort,Data Mining,h1,A1.04,di,11
Ans van Montfort,Reflectie op de digitale cultuur,h1,A1.10,di,9
Jurrit Nieuwenhuizen,Webprogrammeren en databases,w2,B0.201,do,9
Jurrit Nieuwenhuizen,Webprogrammeren en databases,h1,A1.04,do,11
Jurrit Nieuwenhuizen,Webprogrammeren en databases,h2,C1.112,do,13
Jurrit Nieuwenhuizen,Webprogrammeren en databases,p2,A1.08,wo,9
Lody van Bentem,Project Numerical Recipes,p4,A1.04,do,9
Jonas Crombach,Kansrekenen 2,h1,C0.110,ma,13
Jonas Crombach,Kansrekenen 2,h2,C0.110,ma,11
Wichard Hospers,Collectieve Intelligentie,h3,C0.110,di,13
Wichard Hospers,Collectieve Intelligentie,h1,C0.110,di,15
Wichard Hospers,Programmeren in Java 2,p5,A1.04,wo,11
Wichard Hospers,Lineaire Algebra,h1,A1.10,ma,9
Wichard Hospers,Collectieve Intelligentie,w4,A1.08,vr,13
Wichard Hospers,Collectieve Intelligentie,p4,A1.08,vr,15
Wichard Hospers,Lineaire Algebra,h2,A1.10,ma,11
Wichard Hospers,Collectieve Intelligentie,h2,C0.110,di,17
Thom Schuiling,Netwerken en systeembeveiliging,p2,B0.201,wo,13
Mathyn Lamme,Heuristieken 1,h1,C1.112,vr,11
Mathyn Lamme,Heuristieken 1,w2,C1.112,di,9
Mathyn Lamme,Heuristieken 2,w2,C0.110,ma,9
Mathyn Lamme,Heuristieken 2,h1,A1.10,vr,13
Ilyass Broeks,Bioinformatica,h3,B0.201,vr,11
Ilyass Broeks,Analysemethoden en -technieken,h1,A1.10,di,11
Ilyass Broeks,Bioinformatica,p1,A1.08,vr,9
Ilyass Broeks,Bioinformatica,h1,C1.112,ma,11
Ilyass Broeks,Bioinformatica,w1,C1.112,do,15
Ilyass Broeks,Zoeken sturen en bewegen,p1,C1.112,wo,11
Ilyass Broeks,Bioinformatica,h2,C1.112,ma,9
Walther van Halteren,Kansrekenen 2,h1,C0.110,ma,13
Walther van Halteren,Technology for games,w1,B0.201,do,13
Walther van Halteren,Technology for games,h1,B0.201,vr,9
Walther van Halteren,Technology for games,h2,A1.04,vr,11
Walther van Halteren,Kansrekenen 2,h2,C0.110,ma,11
Marilene van Santen,Webprogrammeren en databases,h2,C1.112,do,13
Marilene van Santen,Lineaire Algebra,h1,A1.10,ma,9
Marilene van Santen,Lineaire Algebra,h2,A1.10,ma,11
Marilene van Santen,Webprogrammeren en databases,h1,A1.04,do,11
Marilene van Santen,Webprogrammeren en databases,w1,A1.06,wo,11
Marilene van Santen,Webprogrammeren en databases,p2,A1.08,wo,9
Marrie Bekker,Collectieve Intelligentie,h3,C0.110,di,13
Marrie Bekker,Collectieve Intelligentie,h1,C0.110,di,15
Marrie Bekker,Collectieve Intelligentie,p1,B0.201,do,15
Marrie Bekker,Collectieve Intelligentie,w3,A1.08,ma,15
Marrie Bekker,Zoeken sturen en bewegen,p1,C1.112,wo,11
Marrie Bekker,Netwerken en systeembeveiliging,p1,A1.06,vr,13
Marrie Bekker,Calculus 2,w3,B0.201,ma,13
Marrie Bekker,Calculus 2,h1,C0.110,wo,13
Marrie Bekker,Collectieve Intelligentie,h2,C0.110,di,17
Shakir Paauwe,Bioinformatica,p2,B0.201,di,11
Shakir Paauwe,Bioinformatica,h3,B0.201,vr,11
Shakir Paauwe,Netwerken en systeembeveiliging,p2,B0.201,wo,13
Shakir Paauwe,Bioinformatica,h1,C1.112,ma,11
Shakir Paauwe,Bioinformatica,h2,C1.112,ma,9
Shakir Paauwe,Bioinformatica,w2,B0.201,di,9
Rudy van de Pavert,Calculus 2,h1,C0.110,wo,13
Rudy van de Pavert,Calculus 2,w2,C0.110,wo,15
Jorike Coenen,Compilerbouw,h1,C0.110,di,11
Jorike Coenen,Project Numerical Recipes,p3,A1.08,ma,13
Jorike Coenen,Compilerbouw,w1,C1.112,di,15
Jorike Coenen,Netwerken en systeembeveiliging,p4,A1.10,do,11
Jorike Coenen,Compilerbouw,p2,B0.201,di,13
Jorike Coenen,Compilerbouw,h2,C0.110,di,9
Solomon Verhorst,Compilerbouw,h1,C0.110,di,11
Solomon Verhorst,Compilerbouw,p2,B0.201,di,13
Solomon Verhorst,Compilerbouw,w2,C1.112,vr,13
Solomon Verhorst,Compilerbouw,h2,C0.110,di,9
Enrique van den Born,Informatie- en organisatieontwerp,h1,B0.201,do,11
Enrique van den Born,Informatie- en organisatieontwerp,w2,A1.10,di,15
Enrique van den Born,Informatie- en organisatieontwerp,p2,A1.08,di,13
Enrique van den Born,Technology for games,h2,A1.04,vr,11
Enrique van den Born,Technology for games,h1,B0.201,vr,9
Enrique van den Born,Technology for games,w2,A1.06,ma,15
Enrique van den Born,Informatie- en organisatieontwerp,h2,C0.110,do,9
Enrique van den Born,Compilerbouw practicum,p1,C1.112,ma,13
Anjana Bloemsma,Compilerbouw practicum,p1,C1.112,ma,13
Geurt Nuiten,Software engineering,h1,C0.110,vr,17
Geurt Nuiten,Lineaire Algebra,h1,A1.10,ma,9
Geurt Nuiten,Lineaire Algebra,h2,A1.10,ma,11
Geurt Nuiten,Heuristieken 1,w1,A1.04,vr,13
Geurt Nuiten,Software engineering,w1,A1.10,wo,11
Geurt Nuiten,Heuristieken 1,h1,C1.112,vr,11
Geurt Nuiten,Software engineering,p3,C0.110,vr,15
Chaimae Swiers,Databases 2,h1,A1.10,wo,13
Chaimae Swiers,Lineaire Algebra,h1,A1.10,ma,9
Chaimae Swiers,Analysemethoden en -technieken,h1,A1.10,di,11
Chaimae Swiers,Lineaire Algebra,h2,A1.10,ma,11
Chaimae Swiers,Programmeren in Java 2,p7,C1.112,vr,9
Chaimae Swiers,Databases 2,w2,C0.110,wo,11
El van Rosmalen,Lineaire Algebra,h2,A1.10,ma,11
El van Rosmalen,Lineaire Algebra,h1,A1.10,ma,9
Lammigje van Loveren,Databases 2,h1,A1.10,wo,13
Lammigje van Loveren,Machine Learning,h1,A1.10,vr,11
Lammigje van Loveren,Autonomous Agents 2,w2,A1.06,ma,9
Lammigje van Loveren,Autonomous Agents 2,p1,A1.08,do,13
Lammigje van Loveren,Compilerbouw,p1,A1.04,di,13
Lammigje van Loveren,Autonomous Agents 2,h1,C1.112,do,9
Lammigje van Loveren,Compilerbouw,h1,C0.110,di,11
Lammigje van Loveren,Autonomous Agents 2,h2,A1.06,do,11
Lammigje van Loveren,Compilerbouw,w1,C1.112,di,15
Lammigje van Loveren,Machine Learning,h2,A1.06,vr,9
Lammigje van Loveren,Programmeren in Java 2,p3,A1.06,ma,11
Lammigje van Loveren,Databases 2,w2,C0.110,wo,11
Lammigje van Loveren,Compilerbouw,h2,C0.110,di,9
Jacko Wobbes,Bioinformatica,p2,B0.201,di,11
Jacko Wobbes,Bioinformatica,h3,B0.201,vr,11
Jacko Wobbes,Bioinformatica,w3,B0.201,vr,13
Jacko Wobbes,Bioinformatica,h1,C1.112,ma,11
Jacko Wobbes,Bioinformatica,h2,C1.112,ma,9
Sanne Lentz,Databases 2,h1,A1.10,wo,13
Sanne Lentz,Webprogrammeren en databases,h2,C1.112,do,13
Sanne Lentz,Architectuur en computerorganisatie,h1,A1.10,do,15
Sanne Lentz,Webprogrammeren en databases,h1,A1.04,do,11
Sanne Lentz,Webprogrammeren en databases,w1,A1.06,wo,11
Sanne Lentz,Architectuur en computerorganisatie,h2,C0.110,do,17
Sanne Lentz,Databases 2,w1,A1.04,wo,15
Sanne Lentz,Webprogrammeren en databases,p2,A1.08,wo,9
Sanne Lentz,Technology for games,h1,B0.201,vr,9
Sanne Lentz,Technology for games,w2,A1.06,ma,15
Sanne Lentz,Technology for games,h2,A1.04,vr,11
Tamar Jongbloed,Software engineering,h1,C0.110,vr,17
Tamar Jongbloed,Kansrekenen 2,h1,C0.110,ma,13
Tamar Jongbloed,Machine Learning,h1,A1.10,vr,11
Tamar Jongbloed,Software engineering,p3,C0.110,vr,15
Tamar Jongbloed,Project Genetic Algorithms,p3,C0.110,do,15
Tamar Jongbloed,Machine Learning,h2,A1.06,vr,9
Tamar Jongbloed,Programmeren in Java 2,p6,A1.10,do,13
Tamar Jongbloed,Kansrekenen 2,h2,C0.110,ma,11
Tamar Jongbloed,Software engineering,w2,C0.110,vr,13
Hanan Lathouwers,Software engineering,h1,C0.110,vr,17
Hanan Lathouwers,Bioinformatica,h3,B0.201,vr,11
Hanan Lathouwers,Project Numerical Recipes,p1,A1.06,wo,13
Hanan Lathouwers,Software engineering,p1,B0.201,vr,15
Hanan Lathouwers,Bioinformatica,p3,B0.201,wo,15
Hanan Lathouwers,Bioinformatica,h1,C1.112,ma,11
Hanan Lathouwers,Bioinformatica,w1,C1.112,do,15
Hanan Lathouwers,Compilerbouw practicum,p2,A1.04,vr,9
Hanan Lathouwers,Bioinformatica,h2,C1.112,ma,9
Hanan Lathouwers,Software engineering,w2,C0.110,vr,13
Christal Hoogerbrugge,Software engineering,h1,C0.110,vr,17
Christal Hoogerbrugge,Webprogrammeren en databases,h2,C1.112,do,13
Christal Hoogerbrugge,Architectuur en computerorganisatie,h1,A1.10,do,15
Christal Hoogerbrugge,Webprogrammeren en databases,h1,A1.04,do,11
Christal Hoogerbrugge,Webprogrammeren en databases,w1,A1.06,wo,11
Christal Hoogerbrugge,Architectuur en computerorganisatie,h2,C0.110,do,17
Christal Hoogerbrugge,Software engineering,p3,C0.110,vr,15
Christal Hoogerbrugge,Webprogrammeren en databases,p1,A1.08,vr,11
Christal Hoogerbrugge,Software engineering,w2,C0.110,vr,13
Minoesch Scheltema,Software engineering,h1,C0.110,vr,17
Minoesch Scheltema,Calculus 2,w4,A1.10,wo,15
Minoesch Scheltema,Analysemethoden en -technieken,h1,A1.10,di,11
Minoesch Scheltema,Software engineering,p1,B0.201,vr,15
Minoesch Scheltema,Software engineering,w1,A1.10,wo,11
Minoesch Scheltema,Calculus 2,h1,C0.110,wo,13
Anne-Jan van Waardenburg,Databases 2,h1,A1.10,wo,13
Anne-Jan van Waardenburg,Databases 2,w1,A1.04,wo,15
Anne-Jan van Waardenburg,Netwerken en systeembeveiliging,p4,A1.10,do,11
Deejay van der Geer,Databases 2,h1,A1.10,wo,13
Deejay van der Geer,Data Mining,h2,C1.112,di,13
Deejay van der Geer,Heuristieken 2,w1,A1.10,vr,15
Deejay van der Geer,Autonomous Agents 2,w3,C0.110,vr,11
Deejay van der Geer,Autonomous Agents 2,h1,C1.112,do,9
Deejay van der Geer,Heuristieken 2,h1,A1.10,vr,13
Deejay van der Geer,Data Mining,p4,A1.04,di,15
Deejay van der Geer,Autonomous Agents 2,p2,A1.04,wo,9
Deejay van der Geer,Autonomous Agents 2,h2,A1.06,do,11
Deejay van der Geer,Algoritmen en complexiteit,p2,C0.110,do,13
Deejay van der Geer,Algoritmen en complexiteit,h1,A1.04,do,15
Deejay van der Geer,Data Mining,h1,A1.04,di,11
Deejay van der Geer,Data Mining,w2,A1.08,di,9
Deejay van der Geer,Algoritmen en complexiteit,w2,A1.06,ma,13
Deejay van der Geer,Databases 2,w2,C0.110,wo,11
Roan Meulmeester,Software engineering,h1,C0.110,vr,17
Roan Meulmeester,Lineaire Algebra,h1,A1.10,ma,9
Roan Meulmeester,Autonomous Agents 2,p3,C0.110,vr,9
Roan Meulmeester,Software engineering,p1,B0.201,vr,15
Roan Meulmeester,Autonomous Agents 2,w3,C0.110,vr,11
Roan Meulmeester,Lineaire Algebra,h2,A1.10,ma,11
Roan Meulmeester,Autonomous Agents 2,h1,C1.112,do,9
Roan Meulmeester,Autonomous Agents 2,h2,A1.06,do,11
Roan Meulmeester,Project Genetic Algorithms,p2,A1.08,wo,13
Roan Meulmeester,Software engineering,w2,C0.110,vr,13
Jael Boutkan,Calculus 2,w3,B0.201,ma,13
Jael Boutkan,Calculus 2,h1,C0.110,wo,13
Jael Boutkan,Zoeken sturen en bewegen,p2,A1.06,wo,15
Vasco Waninge,Bioinformatica,p2,B0.201,di,11
Vasco Waninge,Bioinformatica,h3,B0.201,vr,11
Vasco Waninge,Moderne Databases,h1,A1.10,ma,13
Vasco Waninge,Machine Learning,h1,A1.10,vr,11
Vasco Waninge,Bioinformatica,w3,B0.201,vr,13
Vasco Waninge,Zoeken sturen en bewegen,p3,A1.06,vr,15
Vasco Waninge,Bioinformatica,h1,C1.112,ma,11
Vasco Waninge,Moderne Databases,w3,A1.06,vr,11
Vasco Waninge,Machine Learning,h2,A1.06,vr,9
Vasco Waninge,Moderne Databases,p3,A1.04,ma,15
Vasco Waninge,Bioinformatica,h2,C1.112,ma,9
Yaro Kamp,Webprogrammeren en databases,h2,C1.112,do,13
Yaro Kamp,Webprogrammeren en databases,h1,A1.04,do,11
Yaro Kamp,Webprogrammeren en databases,w1,A1.06,wo,11
Yaro Kamp,Webprogrammeren en databases,p2,A1.08,wo,9
Yaro Kamp,Technology for games,h1,B0.201,vr,9
Yaro Kamp,Technology for games,w2,A1.06,ma,15
Yaro Kamp,Technology for games,h2,A1.04,vr,11
Eyup Wesselman,Software engineering,h1,C0.110,vr,17
Eyup Wesselman,Software engineering,p1,B0.201,vr,15
Eyup Wesselman,Software engineering,w2,C0.110,vr,13
Nanke van den Berg,Machine Learning,h2,A1.06,vr,9
Nanke van den Berg,Machine Learning,h1,A1.10,vr,11
Leon van den Hoogen,Calculus 2,h1,C0.110,wo,13
Leon van den Hoogen,Calculus 2,w4,A1.10,wo,15
Ruveyda van Lingen,Advanced Heuristics,p4,A1.06,di,13
Ruveyda van Lingen,Architectuur en computerorganisatie,h1,A1.10,do,15
Ruveyda van Lingen,Advanced Heuristics,h1,A1.08,di,11
Ruveyda van Lingen,Project Numerical Recipes,p3,A1.08,ma,13
Ruveyda van Lingen,Architectuur en computerorganisatie,h2,C0.110,do,17
Ruveyda van Lingen,Netwerken en systeembeveiliging,p1,A1.06,vr,13
Dragana van Ruitenbeek,Compilerbouw,h1,C0.110,di,11
Dragana van Ruitenbeek,Compilerbouw,w2,C1.112,vr,13
Dragana van Ruitenbeek,Compilerbouw,p1,A1.04,di,13
Dragana van Ruitenbeek,Compilerbouw,h2,C0.110,di,9
