Student,Vak,Activiteit,Zaal,Dag,Tijdslot
Vinod Velt,Webprogrammeren en databases,h2,B0.201,wo,13
Vinod Velt,Webprogrammeren en databases,p2,A1.10,di,9
Vinod Velt,Databases 2,w1,A1.04,di,15
Vinod Velt,Webprogrammeren en databases,h1,C1.112,do,13
Vinod Velt,Databases 2,h1,C1.112,di,13
Vinod Velt,Webprogrammeren en databases,w1,A1.06,di,11
Owen Jama,Bioinformatica,p1,A1.04,wo,9
Owen Jama,Bioinformatica,h1,A1.10,di,15
Owen Jama,Bioinformatica,w1,A1.08,do,9
Owen Jama,Zoeken sturen en bewegen,p2,A1.10,vr,9
Owen Jama,Bioinformatica,h2,B0.201,ma,11
Owen Jama,Bioinformatica,h3,B0.201,ma,9
Pim Machielsen,Kansrekenen 2,h2,C0.110,ma,13
Pim Machielsen,Kansrekenen 2,h1,C0.110,di,9
Raven Elissen,Bioinformatica,h1,A1.10,di,15
Raven Elissen,Bioinformatica,p3,A1.04,wo,13
Raven Elissen,Bioinformatica,h2,B0.201,ma,11
Raven Elissen,Bioinformatica,w3,A1.08,vr,9
Raven Elissen,Netwerken en systeembeveiliging,p1,C0.110,do,13
Raven Elissen,Bioinformatica,h3,B0.201,ma,9
Arianna Tettero,Programmeren in Java 2,p3,B0.201,vr,11
Lucienne Caris,Technology for games,h1,A1.04,do,15
Lucienne Caris,Algoritmen en complexiteit,w1,B0.201,di,9
Lucienne Caris,Technology for games,h2,C0.110,wo,11
Lucienne Caris,Algoritmen en complexiteit,p2,C1.112,do,9
Lucienne Caris,Compilerbouw,h1,C0.110,di,11
Lucienne Caris,Compilerbouw,w1,A1.10,wo,9
Lucienne Caris,Compilerbouw,h2,C0.110,ma,11
Lucienne Caris,Technology for games,w1,B0.201,do,13
Lucienne Caris,Compilerbouw,p1,A1.04,do,11
Lucienne Caris,Algoritmen en complexiteit,h1,B0.201,di,11
Valery Majoor,Kansrekenen 2,h1,C0.110,di,9
Valery Majoor,Bioinformatica,h1,A1.10,di,15
Valery Majoor,Bioinformatica,w1,A1.08,do,9
Valery Majoor,Collectieve Intelligentie,h3,C0.110,di,17
Valery Majoor,Compilerbouw,h1,C0.110,di,11
Valery Majoor,Compilerbouw,w1,A1.10,wo,9
Valery Majoor,Collectieve Intelligentie,h2,C0.110,di,15
Valery Majoor,Collectieve Intelligentie,h1,C0.110,di,13
Valery Majoor,Bioinformatica,h2,B0.201,ma,11
Valery Majoor,Collectieve Intelligentie,p1,B0.201,vr,13
Valery Majoor,Kansrekenen 2,h2,C0.110,ma,13
Valery Majoor,Compilerbouw,h2,C0.110,ma,11
Valery Majoor,Bioinformatica,p2,B0.201,wo,11
Valery Majoor,Compilerbouw,p1,A1.04,do,11
Valery Majoor,Bioinformatica,h3,B0.201,ma,9
Valery Majoor,Collectieve Intelligentie,w1,A1.08,do,13
Franklin Stuurman,Netwerken en systeembeveiliging,p3,A1.06,ma,9
Franklin Stuurman,Databases 2,w2,B0.201,vr,9
Franklin Stuurman,Databases 2,h1,C1.112,di,13
Narin Boshuis,Algoritmen en complexiteit,h1,B0.201,di,11
Narin Boshuis,Algoritmen en complexiteit,p2,C1.112,do,9
Narin Boshuis,Algoritmen en complexiteit,w1,B0.201,di,9
Romy Piek,Software engineering,h1,C0.110,ma,15
Romy Piek,Software engineering,p1,C1.112,vr,11
Romy Piek,Heuristieken 2,h1,C1.112,vr,13
Romy Piek,Software engineering,w3,A1.04,ma,13
Romy Piek,Machine Learning,h2,A1.10,wo,11
Romy Piek,Heuristieken 2,w1,A1.06,di,9
Romy Piek,Algoritmen en complexiteit,p1,A1.06,do,15
Romy Piek,Algoritmen en complexiteit,h1,B0.201,di,11
Romy Piek,Machine Learning,h1,A1.10,vr,13
Romy Piek,Algoritmen en complexiteit,w2,A1.04,di,13
Jacey Tun,Reflectie op de digitale cultuur,h2,A1.10,do,13
Jacey Tun,Reflectie op de digitale cultuur,w3,A1.06,wo,13
Jacey Tun,Reflectie op de digitale cultuur,h1,C1.112,do,11
Talha Vermeeren,Data Mining,p2,C1.112,ma,11
Talha Vermeeren,Data Mining,h1,C0.110,vr,13
Talha Vermeeren,Data Mining,w3,A1.10,do,15
Talha Vermeeren,Netwerken en systeembeveiliging,p1,C0.110,do,13
Talha Vermeeren,Data Mining,h2,A1.10,vr,15
Maron Miedema,Software engineering,h1,C0.110,ma,15
Maron Miedema,Moderne Databases,w1,A1.08,vr,13
Maron Miedema,Moderne Databases,p1,B0.201,di,15
Maron Miedema,Project Genetic Algorithms,p2,A1.06,wo,9
Maron Miedema,Software engineering,p2,B0.201,vr,15
Maron Miedema,Moderne Databases,h1,C1.112,ma,13
Maron Miedema,Software engineering,w3,A1.04,ma,13
Rosali Heikoop,Software engineering,h1,C0.110,ma,15
Rosali Heikoop,Software engineering,w1,A1.10,ma,13
Rosali Heikoop,Netwerken en systeembeveiliging,p2,B0.201,do,15
Rosali Heikoop,Software engineering,p2,B0.201,vr,15
Rosali Heikoop,Programmeren in Java 2,p5,A1.08,wo,15
Lee Numan,Calculus 2,h1,C0.110,do,15
Lee Numan,Databases 2,w1,A1.04,di,15
Lee Numan,Calculus 2,w1,C0.110,do,17
Lee Numan,Databases 2,h1,C1.112,di,13
Boy Dibbets,Databases 2,h1,C1.112,di,13
Boy Dibbets,Programmeren in Java 2,p1,A1.06,do,13
Boy Dibbets,Heuristieken 2,h1,C1.112,vr,13
Boy Dibbets,Databases 2,w2,B0.201,vr,9
Boy Dibbets,Heuristieken 2,w2,A1.06,vr,11
Boy Dibbets,Lineaire Algebra,h2,A1.10,ma,11
Boy Dibbets,Lineaire Algebra,h1,A1.10,ma,9
Nygel Vaatstra,Technology for games,h1,A1.04,do,15
Nygel Vaatstra,Compilerbouw,p2,B0.201,di,13
