Student,Vak,Activiteit,Zaal,Dag,Tijdslot
Rafaela Polfliet,Calculus 2,w1,C1.112,do,11
Rafaela Polfliet,Calculus 2,h1,C0.110,do,13
Rafaela Polfliet,Netwerken en systeembeveiliging,p4,A1.06,di,9
Yvan Lau,Lineaire Algebra,h1,A1.10,ma,9
Yvan Lau,Lineaire Algebra,h2,C1.112,ma,11
Hedwich Toetenel,Webprogrammeren en databases,h1,B0.201,ma,11
Hedwich Toetenel,Webprogrammeren en databases,w1,A1.06,do,15
Hedwich Toetenel,Interactie-ontwerp,h2,A1.10,vr,9
Hedwich Toetenel,Webprogrammeren en databases,p2,A1.10,di,15
Hedwich Toetenel,Interactie-ontwerp,h1,C1.112,wo,11
Hedwich Toetenel,Webprogrammeren en databases,h2,B0.201,do,13
Felien Uitslag,Collectieve Intelligentie,h3,C0.110,di,15
Felien Uitslag,Heuristieken 2,w2,A1.10,vr,11
Felien Uitslag,Collectieve Intelligentie,h2,C0.110,di,13
Felien Uitslag,Databases 2,h1,A1.10,wo,11
Felien Uitslag,Collectieve Intelligentie,h1,C0.110,di,17
Felien Uitslag,Collectieve Intelligentie,p1,A1.08,ma,15
Felien Uitslag,Analysemethoden en -technieken,h1,C1.112,di,11
Felien Uitslag,Heuristieken 2,h1,A1.04,di,9
Felien Uitslag,Databases 2,w2,A1.10,di,11
Felien Uitslag,Collectieve Intelligentie,w2,A1.06,do,9
Martin Avci,Project Numerical Recipes,p4,A1.06,wo,15
Martin Avci,Compilerbouw,h1,C0.110,di,9
Martin Avci,Compilerbouw,p2,B0.201,di,13
Martin Avci,Compilerbouw,w1,A1.04,ma,15
Martin Avci,Compilerbouw,h2,C0.110,di,11
Haroun Lemaire,Software engineering,w1,A1.04,wo,11
Haroun Lemaire,Calculus 2,h1,C0.110,do,13
Haroun Lemaire,Calculus 2,w1,C1.112,do,11
Haroun Lemaire,Bioinformatica,h3,A1.10,ma,13
Haroun Lemaire,Software engineering,h1,C0.110,ma,15
Haroun Lemaire,Bioinformatica,p1,A1.08,vr,13
Haroun Lemaire,Bioinformatica,w3,A1.06,di,15
Haroun Lemaire,Software engineering,p1,C0.110,ma,17
Haroun Lemaire,Bioinformatica,h1,C0.110,ma,11
Haroun Lemaire,Bioinformatica,h2,B0.201,ma,9
Maureen Versantvoort,Programmeren in Java 2,p2,C1.112,di,13
Maureen Versantvoort,Moderne Databases,p3,A1.04,ma,11
Maureen Versantvoort,Databases 2,h1,A1.10,wo,11
Maureen Versantvoort,Databases 2,w1,C1.112,di,15
Maureen Versantvoort,Moderne Databases,h1,C1.112,vr,15
Maureen Versantvoort,Moderne Databases,w1,C1.112,vr,13
Tea Horstink,Programmeren in Java 2,p5,C0.110,vr,13
Tea Horstink,Compilerbouw,h1,C0.110,di,9
Tea Horstink,Compilerbouw,p1,A1.04,di,13
Tea Horstink,Compilerbouw,w1,A1.04,ma,15
Tea Horstink,Compilerbouw,h2,C0.110,di,11
Tarik van Vloten,Software engineering,w2,B0.201,ma,13
Tarik van Vloten,Lineaire Algebra,h1,A1.10,ma,9
Tarik van Vloten,Lineaire Algebra,h2,C1.112,ma,11
Tarik van Vloten,Software engineering,h1,C0.110,ma,15
Tarik van Vloten,Software engineering,p1,C0.110,ma,17
Christiaan van Zon,Lineaire Algebra,h1,A1.10,ma,9
Christiaan van Zon,Lineaire Algebra,h2,C1.112,ma,11
Inger Notermans,Collectieve Intelligentie,h3,C0.110,di,15
Inger Notermans,Collectieve Intelligentie,p4,A1.10,vr,13
Inger Notermans,Collectieve Intelligentie,h2,C0.110,di,13
Inger Notermans,Databases 2,h1,A1.10,wo,11
Inger Notermans,Reflectie op de digitale cultuur,h1,C1.112,di,9
Inger Notermans,Collectieve Intelligentie,h1,C0.110,di,17
Inger Notermans,Project Numerical Recipes,p1,B0.201,wo,9
Inger Notermans,Collectieve Intelligentie,w1,A1.04,do,11
Inger Notermans,Reflectie op de digitale cultuur,h2,A1.10,ma,15
Inger Notermans,Databases 2,w2,A1.10,di,11
Inger Notermans,Reflectie op de digitale cultuur,w2,A1.08,do,9
Desiree Potgieter,Databases 2,h1,A1.10,wo,11
Desiree Potgieter,Algoritmen en complexiteit,w1,A1.10,wo,9
Desiree Potgieter,Algoritmen en complexiteit,h1,B0.201,vr,13
Desiree Potgieter,Algoritmen en complexiteit,p2,A1.08,vr,15
Desiree Potgieter,Databases 2,w2,A1.10,di,11
Desiree Potgieter,Programmeren in Java 2,p4,A1.06,ma,15
Ard Tielemans,Collectieve Intelligentie,h3,C0.110,di,15
Ard Tielemans,Data Mining,h1,A1.04,vr,15
Ard Tielemans,Data Mining,p1,A1.06,vr,9
Ard Tielemans,Collectieve Intelligentie,p4,A1.10,vr,13
Ard Tielemans,Bioinformatica,p3,A1.10,wo,13
Ard Tielemans,Algoritmen en complexiteit,p1,B0.201,vr,11
Ard Tielemans,Collectieve Intelligentie,h2,C0.110,di,13
Ard Tielemans,Data Mining,w2,B0.201,do,15
Ard Tielemans,Collectieve Intelligentie,w4,A1.04,do,13
Ard Tielemans,Bioinformatica,w1,C0.110,wo,15
Ard Tielemans,Bioinformatica,h3,A1.10,ma,13
Ard Tielemans,Algoritmen en complexiteit,h1,B0.201,vr,13
Ard Tielemans,Algoritmen en complexiteit,w2,A1.06,wo,11
Ard Tielemans,Collectieve Intelligentie,h1,C0.110,di,17
Ard Tielemans,Data Mining,h2,A1.04,vr,13
Ard Tielemans,Bioinformatica,h1,C0.110,ma,11
Ard Tielemans,Programmeren in Java 2,p4,A1.06,ma,15
Ard Tielemans,Bioinformatica,h2,B0.201,ma,9
Chesney Autar,Moderne Databases,p3,A1.04,ma,11
Chesney Autar,Moderne Databases,h1,C1.112,vr,15
Chesney Autar,Moderne Databases,w2,B0.201,di,9
Vivianne Buter,Advanced Heuristics,p1,B0.201,di,11
Vivianne Buter,Project Numerical Recipes,p2,A1.04,wo,15
Vivianne Buter,Advanced Heuristics,h1,C0.110,wo,13
Vivianne Buter,Heuristieken 1,w1,A1.04,di,11
Vivianne Buter,Calculus 2,w1,C1.112,do,11
Vivianne Buter,Calculus 2,h1,C0.110,do,13
Vivianne Buter,Heuristieken 1,h1,B0.201,vr,15
Vivianne Buter,Programmeren in Java 2,p4,A1.06,ma,15
Esme Karim,Machine Learning,h2,A1.06,do,13
Esme Karim,Project Numerical Recipes,p4,A1.06,wo,15
Esme Karim,Kansrekenen 2,h2,C0.110,ma,13
Esme Karim,Reflectie op de digitale cultuur,h1,C1.112,di,9
Esme Karim,Kansrekenen 2,h1,C0.110,do,11
Esme Karim,Reflectie op de digitale cultuur,h2,A1.10,ma,15
Esme Karim,Machine Learning,h1,C1.112,do,15
Esme Karim,Reflectie op de digitale cultuur,w2,A1.08,do,9
Kyllian Bekkema,Advanced Heuristics,p1,B0.201,di,11
Kyllian Bekkema,Reflectie op de digitale cultuur,h1,C1.112,di,9
Kyllian Bekkema,Netwerken en systeembeveiliging,p2,A1.06,do,11
Kyllian Bekkema,Advanced Heuristics,h1,C0.110,wo,13
Kyllian Bekkema,Reflectie op de digitale cultuur,h2,A1.10,ma,15
Kyllian Bekkema,Reflectie op de digitale cultuur,w2,A1.08,do,9
Bodie Metselaar,Bioinformatica,p3,A1.10,wo,13
Bodie Metselaar,Compilerbouw,h1,C0.110,di,9
Bodie Metselaar,Compilerbouw,p1,A1.04,di,13
Bodie Metselaar,Project Genetic Algorithms,p7,C0.110,vr,9
Bodie Metselaar,Bioinformatica,h3,A1.10,ma,13
Bodie Metselaar,Bioinformatica,h1,C0.110,ma,11
Bodie Metselaar,Compilerbouw,h2,C0.110,di,11
Bodie Metselaar,Bioinformatica,w3,A1.06,di,15
Bodie Metselaar,Compilerbouw,w2,A1.04,vr,11
Bodie Metselaar,Bioinformatica,h2,B0.201,ma,9
Taeke Renes,Programmeren in Java 2,p1,C0.110,wo,11
Taeke Renes,Compilerbouw practicum,p4,A1.08,di,11
Sarena Tjeerdsma,Kansrekenen 2,h2,C0.110,ma,13
Sarena Tjeerdsma,Lineaire Algebra,h1,A1.10,ma,9
Sarena Tjeerdsma,Kansrekenen 2,h1,C0.110,do,11
Sarena Tjeerdsma,Lineaire Algebra,h2,C1.112,ma,11
Sarena Tjeerdsma,Bioinformatica,h3,A1.10,ma,13
Sarena Tjeerdsma,Bioinformatica,p1,A1.08,vr,13
Sarena Tjeerdsma,Heuristieken 1,w2,C1.112,wo,13
Sarena Tjeerdsma,Bioinformatica,w3,A1.06,di,15
Sarena Tjeerdsma,Calculus 2,h1,C0.110,do,13
Sarena Tjeerdsma,Heuristieken 1,h1,B0.201,vr,15
Sarena Tjeerdsma,Bioinformatica,h1,C0.110,ma,11
Sarena Tjeerdsma,Calculus 2,w2,C0.110,do,15
Sarena Tjeerdsma,Bioinformatica,h2,B0.201,ma,9
Sanne van Sleeuwen,Collectieve Intelligentie,h3,C0.110,di,15
Sanne van Sleeuwen,Programmeren in Java 2,p5,C0.110,vr,13
Sanne van Sleeuwen,Technology for games,h1,C1.112,vr,9
Sanne van Sleeuwen,Collectieve Intelligentie,h2,C0.110,di,13
Sanne van Sleeuwen,Technology for games,h2,C1.112,vr,11
Sanne van Sleeuwen,Technology for games,w1,A1.06,wo,13
Sanne van Sleeuwen,Collectieve Intelligentie,p2,C0.110,ma,9
Sanne van Sleeuwen,Collectieve Intelligentie,w1,A1.04,do,11
Sanne van Sleeuwen,Collectieve Intelligentie,h1,C0.110,di,17
Romy Piek,Machine Learning,h2,A1.06,do,13
Romy Piek,Software engineering,w2,B0.201,ma,13
Romy Piek,Heuristieken 2,w2,A1.10,vr,11
Romy Piek,Algoritmen en complexiteit,w1,A1.10,wo,9
Romy Piek,Algoritmen en complexiteit,h1,B0.201,vr,13
Romy Piek,Software engineering,h1,C0.110,ma,15
Romy Piek,Machine Learning,h1,C1.112,do,15
Romy Piek,Heuristieken 2,h1,A1.04,di,9
Romy Piek,Algoritmen en complexiteit,p2,A1.08,vr,15
Romy Piek,Software engineering,p1,C0.110,ma,17
Joshi van Groeningen,Compilerbouw,h1,C0.110,di,9
Joshi van Groeningen,Compilerbouw,p1,A1.04,di,13
Joshi van Groeningen,Analysemethoden en -technieken,h1,C1.112,di,11
Joshi van Groeningen,Compilerbouw,h2,C0.110,di,11
Joshi van Groeningen,Compilerbouw,w2,A1.04,vr,11
Jos Welling,Software engineering,w2,B0.201,ma,13
Jos Welling,Collectieve Intelligentie,h3,C0.110,di,15
Jos Welling,Project Genetic Algorithms,p3,A1.10,wo,15
Jos Welling,Software engineering,p2,A1.04,do,9
Jos Welling,Collectieve Intelligentie,h2,C0.110,di,13
Jos Welling,Collectieve Intelligentie,p3,A1.06,vr,11
Jos Welling,Collectieve Intelligentie,w1,A1.04,do,11
Jos Welling,Software engineering,h1,C0.110,ma,15
Jos Welling,Collectieve Intelligentie,h1,C0.110,di,17
Seb Okkerse,Machine Learning,h2,A1.06,do,13
Seb Okkerse,Machine Learning,h1,C1.112,do,15
Harry Noordhuis,Analysemethoden en -technieken,h1,C1.112,di,11
Harry Noordhuis,Netwerken en systeembeveiliging,p2,A1.06,do,11
Reduan Warsame,Collectieve Intelligentie,h3,C0.110,di,15
Reduan Warsame,Collectieve Intelligentie,p4,A1.10,vr,13
Reduan Warsame,Compilerbouw,h1,C0.110,di,9
Reduan Warsame,Compilerbouw,p2,B0.201,di,13
Reduan Warsame,Collectieve Intelligentie,h2,C0.110,di,13
Reduan Warsame,Compilerbouw,w1,A1.04,ma,15
Reduan Warsame,Compilerbouw,h2,C0.110,di,11
Reduan Warsame,Collectieve Intelligentie,h1,C0.110,di,17
Reduan Warsame,Collectieve Intelligentie,w3,A1.08,wo,11
Jennie Roozendaal,Kansrekenen 2,h2,C0.110,ma,13
Jennie Roozendaal,Kansrekenen 2,h1,C0.110,do,11
Krijna de Kreij,Zoeken sturen en bewegen,p1,B0.201,wo,15
Riana Kampers,Programmeren in Java 2,p3,C1.112,wo,9
Riana Kampers,Zoeken sturen en bewegen,p3,A1.08,do,11
Riana Kampers,Reflectie op de digitale cultuur,h1,C1.112,di,9
Riana Kampers,Reflectie op de digitale cultuur,h2,A1.10,ma,15
Riana Kampers,Reflectie op de digitale cultuur,w2,A1.08,do,9
Loulou Panman,Calculus 2,h1,C0.110,do,13
Loulou Panman,Calculus 2,w2,C0.110,do,15
Maris Wielenga,Calculus 2,h1,C0.110,do,13
Maris Wielenga,Calculus 2,w1,C1.112,do,11
Peter-Jan van Amersfoort,Software engineering,h1,C0.110,ma,15
Peter-Jan van Amersfoort,Software engineering,w1,A1.04,wo,11
Peter-Jan van Amersfoort,Software engineering,p2,A1.04,do,9
Peter-Jan van Amersfoort,Analysemethoden en -technieken,h1,C1.112,di,11
Erdal Ramcharan,Databases 2,w1,C1.112,di,15
Erdal Ramcharan,Databases 2,h1,A1.10,wo,11
Erdal Ramcharan,Project Genetic Algorithms,p1,B0.201,vr,9
Levien Selten,Programmeren in Java 2,p2,C1.112,di,13
Levien Selten,Kansrekenen 2,h2,C0.110,ma,13
Levien Selten,Calculus 2,w3,A1.04,wo,13
Levien Selten,Kansrekenen 2,h1,C0.110,do,11
Levien Selten,Calculus 2,h1,C0.110,do,13
Sanja Tas,Software engineering,w1,A1.04,wo,11
Sanja Tas,Compilerbouw,h1,C0.110,di,9
Sanja Tas,Software engineering,p2,A1.04,do,9
Sanja Tas,Compilerbouw,p1,A1.04,di,13
Sanja Tas,Software engineering,h1,C0.110,ma,15
Sanja Tas,Compilerbouw,h2,C0.110,di,11
Sanja Tas,Compilerbouw,w2,A1.04,vr,11
Hiba Boogert,Calculus 2,h1,C0.110,do,13
Hiba Boogert,Netwerken en systeembeveiliging,p4,A1.06,di,9
Hiba Boogert,Calculus 2,w1,C1.112,do,11
Willibrordus Agema,Calculus 2,w3,A1.04,wo,13
Willibrordus Agema,Calculus 2,h1,C0.110,do,13
Mattijs Baudoin,Compilerbouw,h1,C0.110,di,9
Mattijs Baudoin,Compilerbouw,p1,A1.04,di,13
Mattijs Baudoin,Lineaire Algebra,h1,A1.10,ma,9
Mattijs Baudoin,Algoritmen en complexiteit,w1,A1.10,wo,9
Mattijs Baudoin,Netwerken en systeembeveiliging,p2,A1.06,do,11
Mattijs Baudoin,Interactie-ontwerp,h2,A1.10,vr,9
Mattijs Baudoin,Lineaire Algebra,h2,C1.112,ma,11
Mattijs Baudoin,Algoritmen en complexiteit,h1,B0.201,vr,13
Mattijs Baudoin,Compilerbouw,h2,C0.110,di,11
Mattijs Baudoin,Algoritmen en complexiteit,p2,A1.08,vr,15
Mattijs Baudoin,Interactie-ontwerp,h1,C1.112,wo,11
Mattijs Baudoin,Compilerbouw,w2,A1.04,vr,11
Xander Peijs,Collectieve Intelligentie,h3,C0.110,di,15
Xander Peijs,Collectieve Intelligentie,h2,C0.110,di,13
Xander Peijs,Collectieve Intelligentie,w4,A1.04,do,13
Xander Peijs,Collectieve Intelligentie,p3,A1.06,vr,11
Xander Peijs,Collectieve Intelligentie,h1,C0.110,di,17
Seyed Laurijssen,Advanced Heuristics,p2,A1.06,ma,9
Seyed Laurijssen,Analysemethoden en -technieken,h1,C1.112,di,11
Seyed Laurijssen,Advanced Heuristics,h1,C0.110,wo,13
Le Janga,Compilerbouw,h1,C0.110,di,9
Le Janga,Heuristieken 2,w2,A1.10,vr,11
Le Janga,Kansrekenen 2,h2,C0.110,ma,13
Le Janga,Compilerbouw,p1,A1.04,di,13
Le Janga,Reflectie op de digitale cultuur,h1,C1.112,di,9
Le Janga,Kansrekenen 2,h1,C0.110,do,11
Le Janga,Reflectie op de digitale cultuur,h2,A1.10,ma,15
Le Janga,Compilerbouw,h2,C0.110,di,11
Le Janga,Heuristieken 2,h1,A1.04,di,9
Le Janga,Compilerbouw,w2,A1.04,vr,11
Le Janga,Reflectie op de digitale cultuur,w2,A1.08,do,9
Chaimae Swiers,Programmeren in Java 2,p2,C1.112,di,13
Chaimae Swiers,Lineaire Algebra,h1,A1.10,ma,9
Chaimae Swiers,Databases 2,h1,A1.10,wo,11
Chaimae Swiers,Lineaire Algebra,h2,C1.112,ma,11
Chaimae Swiers,Databases 2,w1,C1.112,di,15
Chaimae Swiers,Analysemethoden en -technieken,h1,C1.112,di,11
Marise Zonneveld,Data Mining,p3,A1.06,di,13
Marise Zonneveld,Data Mining,h2,A1.04,vr,13
Marise Zonneveld,Data Mining,h1,A1.04,vr,15
Marise Zonneveld,Data Mining,w1,A1.08,vr,11
Juliette Kant,Lineaire Algebra,h1,A1.10,ma,9
Juliette Kant,Databases 2,h1,A1.10,wo,11
Juliette Kant,Project Numerical Recipes,p1,B0.201,wo,9
Juliette Kant,Lineaire Algebra,h2,C1.112,ma,11
Juliette Kant,Databases 2,w2,A1.10,di,11
Armin Bol,Analysemethoden en -technieken,h1,C1.112,di,11
Armin Bol,Project Genetic Algorithms,p5,C0.110,wo,9
Jiri Vinke,Collectieve Intelligentie,h3,C0.110,di,15
Jiri Vinke,Collectieve Intelligentie,h2,C0.110,di,13
Jiri Vinke,Collectieve Intelligentie,p3,A1.06,vr,11
Jiri Vinke,Collectieve Intelligentie,w1,A1.04,do,11
Jiri Vinke,Collectieve Intelligentie,h1,C0.110,di,17
Lee Numan,Databases 2,w1,C1.112,di,15
Lee Numan,Databases 2,h1,A1.10,wo,11
Lee Numan,Calculus 2,h1,C0.110,do,13
Lee Numan,Calculus 2,w1,C1.112,do,11
Nassira Schoutens,Programmeren in Java 2,p1,C0.110,wo,11
Jetty van Putten,Informatie- en organisatieontwerp,p2,A1.10,do,13
Jetty van Putten,Data Mining,h1,A1.04,vr,15
Jetty van Putten,Data Mining,p1,A1.06,vr,9
Jetty van Putten,Informatie- en organisatieontwerp,h2,C1.112,ma,15
Jetty van Putten,Informatie- en organisatieontwerp,h1,A1.06,ma,13
Jetty van Putten,Informatie- en organisatieontwerp,w2,A1.06,vr,13
Jetty van Putten,Bioinformatica,h3,A1.10,ma,13
Jetty van Putten,Data Mining,w3,C0.110,vr,11
Jetty van Putten,Bioinformatica,p2,A1.08,di,13
Jetty van Putten,Bioinformatica,w3,A1.06,di,15
Jetty van Putten,Data Mining,h2,A1.04,vr,13
Jetty van Putten,Bioinformatica,h1,C0.110,ma,11
Jetty van Putten,Bioinformatica,h2,B0.201,ma,9
Yuri van Mourik,Software engineering,w1,A1.04,wo,11
Yuri van Mourik,Bioinformatica,p3,A1.10,wo,13
Yuri van Mourik,Webprogrammeren en databases,h1,B0.201,ma,11
Yuri van Mourik,Bioinformatica,w1,C0.110,wo,15
Yuri van Mourik,Bioinformatica,h3,A1.10,ma,13
Yuri van Mourik,Software engineering,h1,C0.110,ma,15
Yuri van Mourik,Webprogrammeren en databases,h2,B0.201,do,13
Yuri van Mourik,Webprogrammeren en databases,p2,A1.10,di,15
Yuri van Mourik,Software engineering,p1,C0.110,ma,17
Yuri van Mourik,Bioinformatica,h1,C0.110,ma,11
Yuri van Mourik,Webprogrammeren en databases,w2,A1.10,di,13
Yuri van Mourik,Bioinformatica,h2,B0.201,ma,9
Elske van Suijlekom,Technology for games,h1,C1.112,vr,9
Elske van Suijlekom,Technology for games,w2,A1.10,di,9
Elske van Suijlekom,Databases 2,h1,A1.10,wo,11
Elske van Suijlekom,Technology for games,h2,C1.112,vr,11
Elske van Suijlekom,Databases 2,w1,C1.112,di,15
Elske van Suijlekom,Moderne Databases,h1,C1.112,vr,15
Elske van Suijlekom,Heuristieken 1,w1,A1.04,di,11
Elske van Suijlekom,Moderne Databases,p1,A1.08,wo,13
Elske van Suijlekom,Heuristieken 1,h1,B0.201,vr,15
Elske van Suijlekom,Moderne Databases,w1,C1.112,vr,13
Boy Dibbets,Lineaire Algebra,h1,A1.10,ma,9
Boy Dibbets,Databases 2,h1,A1.10,wo,11
Boy Dibbets,Programmeren in Java 2,p6,B0.201,wo,13
Boy Dibbets,Heuristieken 2,w1,A1.10,vr,15
Boy Dibbets,Lineaire Algebra,h2,C1.112,ma,11
Boy Dibbets,Heuristieken 2,h1,A1.04,di,9
Boy Dibbets,Databases 2,w2,A1.10,di,11
Abdeslam Ridderhof,Calculus 2,w3,A1.04,wo,13
Abdeslam Ridderhof,Calculus 2,h1,C0.110,do,13
Abdeslam Ridderhof,Programmeren in Java 2,p5,C0.110,vr,13
Sanne Lentz,Technology for games,h1,C1.112,vr,9
Sanne Lentz,Webprogrammeren en databases,h1,B0.201,ma,11
Sanne Lentz,Databases 2,h1,A1.10,wo,11
Sanne Lentz,Technology for games,h2,C1.112,vr,11
Sanne Lentz,Technology for games,w1,A1.06,wo,13
Sanne Lentz,Webprogrammeren en databases,p1,C1.112,ma,13
Sanne Lentz,Architectuur en computerorganisatie,h1,A1.06,ma,11
Sanne Lentz,Webprogrammeren en databases,h2,B0.201,do,13
Sanne Lentz,Databases 2,w2,A1.10,di,11
Sanne Lentz,Architectuur en computerorganisatie,h2,A1.04,ma,9
Sanne Lentz,Webprogrammeren en databases,w2,A1.10,di,13
Saif Sikking,Software engineering,p1,C0.110,ma,17
Saif Sikking,Software engineering,h1,C0.110,ma,15
Saif Sikking,Software engineering,w1,A1.04,wo,11
Cheyenna Reuvekamp,Webprogrammeren en databases,p2,A1.10,di,15
Cheyenna Reuvekamp,Webprogrammeren en databases,h1,B0.201,ma,11
Cheyenna Reuvekamp,Lineaire Algebra,h1,A1.10,ma,9
Cheyenna Reuvekamp,Webprogrammeren en databases,w1,A1.06,do,15
Cheyenna Reuvekamp,Lineaire Algebra,h2,C1.112,ma,11
Cheyenna Reuvekamp,Algoritmen en complexiteit,h1,B0.201,vr,13
Cheyenna Reuvekamp,Algoritmen en complexiteit,w2,A1.06,wo,11
Cheyenna Reuvekamp,Algoritmen en complexiteit,p2,A1.08,vr,15
Cheyenna Reuvekamp,Webprogrammeren en databases,h2,B0.201,do,13
Stephano Popma,Compilerbouw,h1,C0.110,di,9
Stephano Popma,Compilerbouw,p1,A1.04,di,13
Stephano Popma,Databases 2,h1,A1.10,wo,11
Stephano Popma,Databases 2,w1,C1.112,di,15
Stephano Popma,Architectuur en computerorganisatie,h1,A1.06,ma,11
Stephano Popma,Architectuur en computerorganisatie,h2,A1.04,ma,9
Stephano Popma,Compilerbouw,h2,C0.110,di,11
Stephano Popma,Compilerbouw,w2,A1.04,vr,11
Angelica Sarikaya,Autonomous Agents 2,w2,A1.04,vr,9
Angelica Sarikaya,Software engineering,w2,B0.201,ma,13
Angelica Sarikaya,Software engineering,p2,A1.04,do,9
Angelica Sarikaya,Autonomous Agents 2,h2,B0.201,do,11
Angelica Sarikaya,Databases 2,h1,A1.10,wo,11
Angelica Sarikaya,Databases 2,w1,C1.112,di,15
Angelica Sarikaya,Autonomous Agents 2,p1,A1.08,wo,9
Angelica Sarikaya,Software engineering,h1,C0.110,ma,15
Angelica Sarikaya,Autonomous Agents 2,h1,C1.112,do,13
Zahir Poepjes,Software engineering,w1,A1.04,wo,11
Zahir Poepjes,Kansrekenen 2,h2,C0.110,ma,13
Zahir Poepjes,Kansrekenen 2,h1,C0.110,do,11
Zahir Poepjes,Software engineering,h1,C0.110,ma,15
Zahir Poepjes,Software engineering,p1,C0.110,ma,17
Zahir Poepjes,Netwerken en systeembeveiliging,p4,A1.06,di,9
Nalinie van Ierland,Webprogrammeren en databases,h1,B0.201,ma,11
Nalinie van Ierland,Webprogrammeren en databases,h2,B0.201,do,13
Nalinie van Ierland,Webprogrammeren en databases,w2,A1.10,di,13
Nalinie van Ierland,Webprogrammeren en databases,p2,A1.10,di,15
Nikie Kreijkes,Lineaire Algebra,h1,A1.10,ma,9
Nikie Kreijkes,Lineaire Algebra,h2,C1.112,ma,11
Dragana van Ruitenbeek,Compilerbouw,w1,A1.04,ma,15
Dragana van Ruitenbeek,Compilerbouw,h1,C0.110,di,9
Dragana van Ruitenbeek,Compilerbouw,h2,C0.110,di,11
Dragana van Ruitenbeek,Compilerbouw,p1,A1.04,di,13
Antonius Fleming,Compilerbouw,w2,A1.04,vr,11
Antonius Fleming,Compilerbouw,h1,C0.110,di,9
Antonius Fleming,Compilerbouw,h2,C0.110,di,11
Antonius Fleming,Compilerbouw,p2,B0.201,di,13
Jort Vries,Programmeren in Java 2,p2,C1.112,di,13
Jort Vries,Kansrekenen 2,h2,C0.110,ma,13
Jort Vries,Netwerken en systeembeveiliging,p3,C0.110,vr,15
Jort Vries,Calculus 2,w3,A1.04,wo,13
Jort Vries,Kansrekenen 2,h1,C0.110,do,11
Jort Vries,Calculus 2,h1,C0.110,do,13
Lysbeth Keuken,Compilerbouw,h1,C0.110,di,9
Lysbeth Keuken,Compilerbouw,p2,B0.201,di,13
Lysbeth Keuken,Moderne Databases,p3,A1.04,ma,11
Lysbeth Keuken,Project Numerical Recipes,p5,A1.08,wo,15
