Student,Vak,Activiteit,Zaal,Dag,Tijdslot
Priscillia van Voorden,Databases 2,w2,A1.10,vr,15
Priscillia van Voorden,Software engineering,h1,C0.110,ma,15
Priscillia van Voorden,Collectieve Intelligentie,w2,A1.06,do,9
Priscillia van Voorden,Netwerken en systeembeveiliging,p4,A1.08,wo,11
Priscillia van Voorden,Databases 2,h1,C0.110,vr,13
Resul Kuijpers,Software engineering,p1,B0.201,di,11
Resul Kuijpers,Autonomous Agents 2,w1,A1.08,do,15
Resul Kuijpers,Bioinformatica,h1,B0.201,ma,11
Resul Kuijpers,Autonomous Agents 2,p1,A1.10,wo,9
Resul Kuijpers,Software engineering,w1,A1.04,wo,11
Resul Kuijpers,Bioinformatica,p3,A1.10,wo,13
Resul Kuijpers,Autonomous Agents 2,h2,A1.06,do,13
Resul Kuijpers,Autonomous Agents 2,h1,A1.10,do,11
Resul Kuijpers,Bioinformatica,h3,B0.201,ma,13
Resul Kuijpers,Software engineering,h1,C0.110,ma,15
Resul Kuijpers,Bioinformatica,h2,B0.201,ma,9
Resul Kuijpers,Bioinformatica,w2,A1.06,di,9
Devon Keijser,Interactie-ontwerp,h2,B0.201,do,13
Devon Keijser,Interactie-ontwerp,h1,A1.10,do,15
Diny Aslan,Calculus 2,w2,C1.112,wo,11
Diny Aslan,Calculus 2,h1,C0.110,do,11
Wissal Eggens,Databases 2,w2,A1.10,vr,15
Wissal Eggens,Zoeken sturen en bewegen,p1,C1.112,do,11
Wissal Eggens,Databases 2,h1,C0.110,vr,13
Yi Luten,Heuristieken 2,h1,C0.110,wo,13
Yi Luten,Calculus 2,h1,C0.110,do,11
Yi Luten,Calculus 2,w2,C1.112,wo,11
Yi Luten,Heuristieken 2,w2,A1.08,wo,15
Yi Luten,Kansrekenen 2,h2,C0.110,ma,13
Yi Luten,Programmeren in Java 2,p6,B0.201,vr,15
Yi Luten,Compilerbouw practicum,p1,C1.112,di,13
Yi Luten,Kansrekenen 2,h1,C0.110,ma,11
Borre van Ruler,Kansrekenen 2,h2,C0.110,ma,13
Borre van Ruler,Kansrekenen 2,h1,C0.110,ma,11
Jael Boutkan,Zoeken sturen en bewegen,p3,A1.08,vr,9
Jael Boutkan,Calculus 2,w2,C1.112,wo,11
Jael Boutkan,Calculus 2,h1,C0.110,do,11
Eyup Milder,Calculus 2,w3,B0.201,wo,13
Eyup Milder,Calculus 2,h1,C0.110,do,11
Demelza van Kommer,Calculus 2,h1,C0.110,do,11
Demelza van Kommer,Calculus 2,w2,C1.112,wo,11
Demelza van Kommer,Bioinformatica,h1,B0.201,ma,11
Demelza van Kommer,Bioinformatica,w3,A1.08,di,15
Demelza van Kommer,Lineaire Algebra,h2,A1.10,ma,11
Demelza van Kommer,Lineaire Algebra,h1,C1.112,ma,13
Demelza van Kommer,Bioinformatica,h3,B0.201,ma,13
Demelza van Kommer,Bioinformatica,h2,B0.201,ma,9
Demelza van Kommer,Bioinformatica,p2,A1.08,di,13
Sharan Baselmans,Compilerbouw,h1,C0.110,di,9
Sharan Baselmans,Compilerbouw,h2,C0.110,di,11
Sharan Baselmans,Collectieve Intelligentie,h3,C0.110,di,17
Sharan Baselmans,Project Numerical Recipes,p1,B0.201,wo,15
Sharan Baselmans,Collectieve Intelligentie,h2,C0.110,di,15
Sharan Baselmans,Compilerbouw,w1,A1.04,ma,15
Sharan Baselmans,Lineaire Algebra,h2,A1.10,ma,11
Sharan Baselmans,Lineaire Algebra,h1,C1.112,ma,13
Sharan Baselmans,Collectieve Intelligentie,p3,A1.10,ma,9
Sharan Baselmans,Collectieve Intelligentie,h1,C0.110,di,13
Sharan Baselmans,Compilerbouw,p2,B0.201,di,13
Sharan Baselmans,Collectieve Intelligentie,w1,A1.04,do,15
Oumaima Donselaar,Informatie- en organisatieontwerp,h1,C0.110,ma,9
Oumaima Donselaar,Informatie- en organisatieontwerp,h2,A1.04,wo,9
Oumaima Donselaar,Informatie- en organisatieontwerp,p2,A1.04,vr,9
Oumaima Donselaar,Informatie- en organisatieontwerp,w2,B0.201,di,9
Wichard Stienen,Lineaire Algebra,h2,A1.10,ma,11
Wichard Stienen,Lineaire Algebra,h1,C1.112,ma,13
Wichard Stienen,Calculus 2,w2,C1.112,wo,11
Wichard Stienen,Calculus 2,h1,C0.110,do,11
Lamia Mok,Software engineering,p1,B0.201,di,11
Lamia Mok,Software engineering,w1,A1.04,wo,11
Lamia Mok,Kansrekenen 2,h2,C0.110,ma,13
Lamia Mok,Software engineering,h1,C0.110,ma,15
Lamia Mok,Project Numerical Recipes,p2,B0.201,do,15
Lamia Mok,Kansrekenen 2,h1,C0.110,ma,11
Corry Kroonen,Bioinformatica,h1,B0.201,ma,11
Corry Kroonen,Bioinformatica,p1,A1.06,wo,9
Corry Kroonen,Bioinformatica,h3,B0.201,ma,13
Corry Kroonen,Databases 2,w2,A1.10,vr,15
Corry Kroonen,Bioinformatica,h2,B0.201,ma,9
Corry Kroonen,Databases 2,h1,C0.110,vr,13
Corry Kroonen,Bioinformatica,w2,A1.06,di,9
Amos van den Oord,Kansrekenen 2,h2,C0.110,ma,13
Amos van den Oord,Kansrekenen 2,h1,C0.110,ma,11
Mahmud Heller,Data Mining,p2,B0.201,wo,9
Mahmud Heller,Reflectie op de digitale cultuur,h1,C1.112,di,9
Mahmud Heller,Reflectie op de digitale cultuur,h2,A1.10,ma,15
Mahmud Heller,Data Mining,h1,A1.04,vr,13
Mahmud Heller,Data Mining,h2,C0.110,vr,15
Mahmud Heller,Data Mining,w1,C0.110,do,9
Mahmud Heller,Reflectie op de digitale cultuur,w1,C1.112,vr,11
Marianka Selten,Calculus 2,w3,B0.201,wo,13
Marianka Selten,Calculus 2,h1,C0.110,do,11
Rafaela Polfliet,Netwerken en systeembeveiliging,p2,C1.112,vr,9
Rafaela Polfliet,Advanced Heuristics,h1,C0.110,wo,15
Rafaela Polfliet,Calculus 2,h1,C0.110,do,11
Rafaela Polfliet,Advanced Heuristics,p1,A1.04,ma,11
Rafaela Polfliet,Calculus 2,w3,B0.201,wo,13
Rafaela Polfliet,Compilerbouw practicum,p1,C1.112,di,13
Inger Notermans,Reflectie op de digitale cultuur,h2,A1.10,ma,15
Inger Notermans,Reflectie op de digitale cultuur,h1,C1.112,di,9
Inger Notermans,Project Numerical Recipes,p3,A1.08,ma,13
Inger Notermans,Collectieve Intelligentie,h3,C0.110,di,17
Inger Notermans,Reflectie op de digitale cultuur,w2,A1.10,wo,15
Inger Notermans,Collectieve Intelligentie,h2,C0.110,di,15
Inger Notermans,Databases 2,w1,A1.04,vr,15
Inger Notermans,Collectieve Intelligentie,h1,C0.110,di,13
Inger Notermans,Collectieve Intelligentie,p4,A1.08,vr,11
Inger Notermans,Databases 2,h1,C0.110,vr,13
Inger Notermans,Collectieve Intelligentie,w1,A1.04,do,15
Saif Sikking,Software engineering,h1,C0.110,ma,15
Saif Sikking,Software engineering,w1,A1.04,wo,11
Saif Sikking,Software engineering,p1,B0.201,di,11
Pearl van der Leek,Moderne Databases,h1,A1.10,ma,13
Pearl van der Leek,Moderne Databases,p2,A1.04,vr,11
Pearl van der Leek,Moderne Databases,w1,C1.112,ma,15
Gabe Haarman,Technology for games,w1,A1.10,vr,13
Gabe Haarman,Technology for games,h2,C0.110,vr,11
Gabe Haarman,Technology for games,h1,C0.110,do,15
Jetty Haanstra,Calculus 2,w2,C1.112,wo,11
Jetty Haanstra,Calculus 2,h1,C0.110,do,11
Juliette Kant,Lineaire Algebra,h2,A1.10,ma,11
Juliette Kant,Lineaire Algebra,h1,C1.112,ma,13
Juliette Kant,Databases 2,w2,A1.10,vr,15
Juliette Kant,Project Numerical Recipes,p2,B0.201,do,15
Juliette Kant,Databases 2,h1,C0.110,vr,13
Annamaria Twigt,Moderne Databases,w3,A1.06,di,13
Annamaria Twigt,Calculus 2,h1,C0.110,do,11
Annamaria Twigt,Moderne Databases,p1,A1.10,di,15
Annamaria Twigt,Calculus 2,w3,B0.201,wo,13
Annamaria Twigt,Moderne Databases,h1,A1.10,ma,13
Rino Jacob,Kansrekenen 2,h2,C0.110,ma,13
Rino Jacob,Kansrekenen 2,h1,C0.110,ma,11
Kyllian Bekkema,Reflectie op de digitale cultuur,h2,A1.10,ma,15
Kyllian Bekkema,Advanced Heuristics,p3,C1.112,di,11
Kyllian Bekkema,Reflectie op de digitale cultuur,h1,C1.112,di,9
Kyllian Bekkema,Netwerken en systeembeveiliging,p2,C1.112,vr,9
Kyllian Bekkema,Advanced Heuristics,h1,C0.110,wo,15
Kyllian Bekkema,Reflectie op de digitale cultuur,w1,C1.112,vr,11
Bauke Elschot,Compilerbouw,p1,A1.10,wo,11
Bauke Elschot,Compilerbouw,h1,C0.110,di,9
Bauke Elschot,Compilerbouw,h2,C0.110,di,11
Bauke Elschot,Compilerbouw,w2,C0.110,do,13
Kyan Jankie,Data Mining,h1,A1.04,vr,13
Kyan Jankie,Heuristieken 1,w1,A1.08,do,11
Kyan Jankie,Data Mining,p1,A1.04,di,9
Kyan Jankie,Data Mining,h2,C0.110,vr,15
Kyan Jankie,Data Mining,w1,C0.110,do,9
Kyan Jankie,Heuristieken 1,h1,A1.10,vr,11
Wieke de Leest,Lineaire Algebra,h2,A1.10,ma,11
Wieke de Leest,Lineaire Algebra,h1,C1.112,ma,13
Sanne van Sleeuwen,Technology for games,w2,A1.04,do,13
Sanne van Sleeuwen,Collectieve Intelligentie,h3,C0.110,di,17
Sanne van Sleeuwen,Collectieve Intelligentie,h2,C0.110,di,15
Sanne van Sleeuwen,Technology for games,h1,C0.110,do,15
Sanne van Sleeuwen,Programmeren in Java 2,p2,A1.06,wo,11
Sanne van Sleeuwen,Collectieve Intelligentie,h1,C0.110,di,13
Sanne van Sleeuwen,Collectieve Intelligentie,p1,C1.112,wo,13
Sanne van Sleeuwen,Collectieve Intelligentie,w3,C1.112,vr,13
Sanne van Sleeuwen,Technology for games,h2,C0.110,vr,11
Nyncke Brinks,Kansrekenen 2,h2,C0.110,ma,13
Nyncke Brinks,Kansrekenen 2,h1,C0.110,ma,11
Evi Appel,Collectieve Intelligentie,h3,C0.110,di,17
Evi Appel,Collectieve Intelligentie,h2,C0.110,di,15
Evi Appel,Collectieve Intelligentie,p2,C1.112,vr,15
Evi Appel,Collectieve Intelligentie,h1,C0.110,di,13
Evi Appel,Collectieve Intelligentie,w2,A1.06,do,9
Anne-Jet Hofman,Webprogrammeren en databases,w2,B0.201,vr,9
Anne-Jet Hofman,Webprogrammeren en databases,h1,B0.201,do,11
Anne-Jet Hofman,Webprogrammeren en databases,h2,C1.112,do,13
Anne-Jet Hofman,Webprogrammeren en databases,p2,A1.06,wo,13
Ytje Hup,Heuristieken 1,w3,C0.110,vr,9
Ytje Hup,Heuristieken 1,h1,A1.10,vr,11
Dorenda Malestein,Analysemethoden en -technieken,h1,A1.10,di,11
Dorenda Malestein,Software engineering,p2,A1.04,do,9
Dorenda Malestein,Software engineering,w1,A1.04,wo,11
Dorenda Malestein,Kansrekenen 2,h2,C0.110,ma,13
Dorenda Malestein,Lineaire Algebra,h2,A1.10,ma,11
Dorenda Malestein,Lineaire Algebra,h1,C1.112,ma,13
Dorenda Malestein,Software engineering,h1,C0.110,ma,15
Dorenda Malestein,Kansrekenen 2,h1,C0.110,ma,11
Claudine Nagel,Programmeren in Java 2,p4,B0.201,vr,11
Tamar Jongbloed,Software engineering,p1,B0.201,di,11
Tamar Jongbloed,Programmeren in Java 2,p4,B0.201,vr,11
Tamar Jongbloed,Project Genetic Algorithms,p3,A1.06,ma,9
Tamar Jongbloed,Machine Learning,h2,A1.06,vr,15
Tamar Jongbloed,Kansrekenen 2,h2,C0.110,ma,13
Tamar Jongbloed,Machine Learning,h1,A1.06,vr,13
Tamar Jongbloed,Software engineering,h1,C0.110,ma,15
Tamar Jongbloed,Software engineering,w2,C0.110,ma,17
Tamar Jongbloed,Kansrekenen 2,h1,C0.110,ma,11
Edwinus Voigt,Netwerken en systeembeveiliging,p1,A1.04,di,11
Edwinus Voigt,Calculus 2,w1,B0.201,vr,13
Edwinus Voigt,Calculus 2,h1,C0.110,do,11
Dolf Snippe,Zoeken sturen en bewegen,p1,C1.112,do,11
Joshi van Groeningen,Compilerbouw,h1,C0.110,di,9
Joshi van Groeningen,Compilerbouw,h2,C0.110,di,11
Joshi van Groeningen,Compilerbouw,p1,A1.10,wo,11
Joshi van Groeningen,Compilerbouw,w2,C0.110,do,13
Joshi van Groeningen,Analysemethoden en -technieken,h1,A1.10,di,11
Judi Hamers,Technology for games,w1,A1.10,vr,13
Judi Hamers,Technology for games,h2,C0.110,vr,11
Judi Hamers,Technology for games,h1,C0.110,do,15
Judi Hamers,Compilerbouw practicum,p3,C1.112,ma,11
Christiana Siero,Collectieve Intelligentie,h3,C0.110,di,17
Christiana Siero,Collectieve Intelligentie,h2,C0.110,di,15
Christiana Siero,Collectieve Intelligentie,p1,C1.112,wo,13
Christiana Siero,Collectieve Intelligentie,h1,C0.110,di,13
Christiana Siero,Programmeren in Java 2,p1,A1.06,vr,11
Christiana Siero,Collectieve Intelligentie,w2,A1.06,do,9
Roswitha van de Kuilen,Project Numerical Recipes,p2,B0.201,do,15
Bilal Tip,Netwerken en systeembeveiliging,p4,A1.08,wo,11
Manuel de Boon,Calculus 2,h1,C0.110,do,11
Manuel de Boon,Machine Learning,h2,A1.06,vr,15
Manuel de Boon,Project Genetic Algorithms,p2,C1.112,di,15
Manuel de Boon,Algoritmen en complexiteit,w2,A1.08,ma,15
Manuel de Boon,Algoritmen en complexiteit,p2,B0.201,wo,11
Manuel de Boon,Machine Learning,h1,A1.06,vr,13
Manuel de Boon,Programmeren in Java 2,p1,A1.06,vr,11
Manuel de Boon,Calculus 2,w3,B0.201,wo,13
Manuel de Boon,Algoritmen en complexiteit,h1,C0.110,wo,9
Vincentius Pater,Interactie-ontwerp,h1,A1.10,do,15
Vincentius Pater,Heuristieken 2,h1,C0.110,wo,13
Vincentius Pater,Interactie-ontwerp,h2,B0.201,do,13
Vincentius Pater,Heuristieken 2,w2,A1.08,wo,15
Vincentius Pater,Algoritmen en complexiteit,w2,A1.08,ma,15
Vincentius Pater,Algoritmen en complexiteit,p2,B0.201,wo,11
Vincentius Pater,Algoritmen en complexiteit,h1,C0.110,wo,9
Imran Scheffers,Analysemethoden en -technieken,h1,A1.10,di,11
Imran Scheffers,Software engineering,p2,A1.04,do,9
Imran Scheffers,Calculus 2,h1,C0.110,do,11
Imran Scheffers,Calculus 2,w2,C1.112,wo,11
Imran Scheffers,Heuristieken 1,h1,A1.10,vr,11
Imran Scheffers,Software engineering,h1,C0.110,ma,15
Imran Scheffers,Software engineering,w2,C0.110,ma,17
Imran Scheffers,Heuristieken 1,w3,C0.110,vr,9
Rhona Bakkum,Collectieve Intelligentie,h3,C0.110,di,17
Rhona Bakkum,Moderne Databases,w1,C1.112,ma,15
Rhona Bakkum,Collectieve Intelligentie,h2,C0.110,di,15
Rhona Bakkum,Moderne Databases,p2,A1.04,vr,11
Rhona Bakkum,Collectieve Intelligentie,h1,C0.110,di,13
Rhona Bakkum,Collectieve Intelligentie,p1,C1.112,wo,13
Rhona Bakkum,Moderne Databases,h1,A1.10,ma,13
Rhona Bakkum,Collectieve Intelligentie,w1,A1.04,do,15
Franklin Stuurman,Databases 2,w2,A1.10,vr,15
Franklin Stuurman,Netwerken en systeembeveiliging,p3,C0.110,wo,11
Franklin Stuurman,Databases 2,h1,C0.110,vr,13
Fransiscus Zagers,Webprogrammeren en databases,h1,B0.201,do,11
Fransiscus Zagers,Webprogrammeren en databases,p4,B0.201,ma,15
Fransiscus Zagers,Webprogrammeren en databases,h2,C1.112,do,13
Fransiscus Zagers,Kansrekenen 2,h2,C0.110,ma,13
Fransiscus Zagers,Kansrekenen 2,h1,C0.110,ma,11
Fransiscus Zagers,Webprogrammeren en databases,w1,B0.201,do,9
Ken Borsboom,Reflectie op de digitale cultuur,h2,A1.10,ma,15
Ken Borsboom,Reflectie op de digitale cultuur,h1,C1.112,di,9
Ken Borsboom,Reflectie op de digitale cultuur,w3,A1.06,vr,9
Matthijs Pleiter,Collectieve Intelligentie,h3,C0.110,di,17
Matthijs Pleiter,Machine Learning,h2,A1.06,vr,15
Matthijs Pleiter,Collectieve Intelligentie,h2,C0.110,di,15
Matthijs Pleiter,Kansrekenen 2,h2,C0.110,ma,13
Matthijs Pleiter,Machine Learning,h1,A1.06,vr,13
Matthijs Pleiter,Collectieve Intelligentie,h1,C0.110,di,13
