Student,Vak,Activiteit,Zaal,Dag,Tijdslot
Jildou Corvers,Webprogrammeren en databases,w3,A1.08,vr,11
Jildou Corvers,Webprogrammeren en databases,h2,B0.201,do,13
Jildou Corvers,Webprogrammeren en databases,p2,B0.201,wo,9
Jildou Corvers,Webprogrammeren en databases,h1,C1.112,do,15
Cherilyn van Amelsvoort,Programmeren in Java 2,p8,C0.110,wo,13
Cherilyn van Amelsvoort,Heuristieken 1,w1,B0.201,di,15
Cherilyn van Amelsvoort,Kansrekenen 2,h1,C0.110,ma,11
Cherilyn van Amelsvoort,Heuristieken 1,h1,B0.201,ma,15
Cherilyn van Amelsvoort,Analysemethoden en -technieken,h1,A1.10,di,11
Cherilyn van Amelsvoort,Kansrekenen 2,h2,C0.110,ma,13
Rijkje Groote,Software engineering,p1,C0.110,ma,17
Rijkje Groote,Calculus 2,h1,C0.110,do,13
Rijkje Groote,Interactie-ontwerp,h2,A1.08,di,13
Rijkje Groote,Interactie-ontwerp,h1,C1.112,di,15
Rijkje Groote,Calculus 2,w2,C1.112,do,11
Rijkje Groote,Software engineering,h1,C0.110,ma,15
Rijkje Groote,Software engineering,w2,A1.10,wo,13
Laurent Wallenburg,Interactie-ontwerp,h2,A1.08,di,13
Laurent Wallenburg,Interactie-ontwerp,h1,C1.112,di,15
Laurent Wallenburg,Algoritmen en complexiteit,h1,C1.112,vr,9
Laurent Wallenburg,Algoritmen en complexiteit,p1,A1.06,vr,11
Laurent Wallenburg,Algoritmen en complexiteit,w1,C1.112,di,11
Nadir Remijn,Netwerken en systeembeveiliging,p1,A1.08,wo,13
Rhona Bakkum,Moderne Databases,h1,C1.112,ma,13
Rhona Bakkum,Collectieve Intelligentie,p3,A1.08,vr,15
Rhona Bakkum,Moderne Databases,w1,C1.112,vr,13
Rhona Bakkum,Collectieve Intelligentie,w7,A1.04,ma,11
Rhona Bakkum,Moderne Databases,p2,A1.06,wo,9
Rhona Bakkum,Collectieve Intelligentie,h1,C0.110,di,15
Rhona Bakkum,Collectieve Intelligentie,h3,C0.110,di,17
Rhona Bakkum,Collectieve Intelligentie,h2,C0.110,di,13
Bobby Veldhuis,Collectieve Intelligentie,h1,C0.110,di,15
Bobby Veldhuis,Collectieve Intelligentie,w3,A1.04,do,11
Bobby Veldhuis,Webprogrammeren en databases,h2,B0.201,do,13
Bobby Veldhuis,Collectieve Intelligentie,p1,C0.110,do,9
Bobby Veldhuis,Heuristieken 2,h1,C1.112,wo,9
Bobby Veldhuis,Webprogrammeren en databases,p1,A1.08,di,15
Bobby Veldhuis,Programmeren in Java 2,p6,C1.112,vr,15
Bobby Veldhuis,Heuristieken 2,w1,C1.112,ma,15
Bobby Veldhuis,Collectieve Intelligentie,h3,C0.110,di,17
Bobby Veldhuis,Collectieve Intelligentie,h2,C0.110,di,13
Bobby Veldhuis,Webprogrammeren en databases,w1,A1.08,vr,13
Bobby Veldhuis,Webprogrammeren en databases,h1,C1.112,do,15
Mouna Lathouwers,Moderne Databases,w2,C1.112,wo,13
Mouna Lathouwers,Bioinformatica,h1,B0.201,vr,11
Mouna Lathouwers,Bioinformatica,p2,A1.08,wo,11
Mouna Lathouwers,Moderne Databases,h1,C1.112,ma,13
Mouna Lathouwers,Moderne Databases,p1,A1.04,vr,15
Mouna Lathouwers,Bioinformatica,w3,B0.201,di,9
Mouna Lathouwers,Bioinformatica,h2,B0.201,ma,11
Mouna Lathouwers,Bioinformatica,h3,A1.10,ma,9
Mouna Lathouwers,Databases 2,w2,A1.04,wo,9
Mouna Lathouwers,Databases 2,h1,C0.110,vr,13
Ervin Hartevelt,Reflectie op de digitale cultuur,h1,A1.10,do,13
Ervin Hartevelt,Reflectie op de digitale cultuur,h2,C1.112,di,13
Ervin Hartevelt,Reflectie op de digitale cultuur,w2,A1.10,ma,15
Haiko Raaijmakers,Reflectie op de digitale cultuur,h2,C1.112,di,13
Haiko Raaijmakers,Calculus 2,h1,C0.110,do,13
Haiko Raaijmakers,Reflectie op de digitale cultuur,h1,A1.10,do,13
Haiko Raaijmakers,Machine Learning,h2,A1.10,vr,11
Haiko Raaijmakers,Reflectie op de digitale cultuur,w2,A1.10,ma,15
Haiko Raaijmakers,Machine Learning,h1,A1.04,vr,13
Haiko Raaijmakers,Calculus 2,w1,C0.110,wo,11
Silvie Thoma,Compilerbouw practicum,p4,A1.06,ma,9
Silvie Thoma,Collectieve Intelligentie,p1,C0.110,do,9
Silvie Thoma,Collectieve Intelligentie,w4,A1.04,wo,15
Silvie Thoma,Collectieve Intelligentie,h1,C0.110,di,15
Silvie Thoma,Collectieve Intelligentie,h3,C0.110,di,17
Silvie Thoma,Collectieve Intelligentie,h2,C0.110,di,13
Enya Kemps,Databases 2,w1,C1.112,vr,11
Enya Kemps,Databases 2,h1,C0.110,vr,13
Marck Wijngaarden,Moderne Databases,w2,C1.112,wo,13
Marck Wijngaarden,Reflectie op de digitale cultuur,h2,C1.112,di,13
Marck Wijngaarden,Moderne Databases,h1,C1.112,ma,13
Marck Wijngaarden,Collectieve Intelligentie,w3,A1.04,do,11
Marck Wijngaarden,Reflectie op de digitale cultuur,h1,A1.10,do,13
Marck Wijngaarden,Collectieve Intelligentie,p3,A1.08,vr,15
Marck Wijngaarden,Databases 2,w1,C1.112,vr,11
Marck Wijngaarden,Reflectie op de digitale cultuur,w2,A1.10,ma,15
Marck Wijngaarden,Moderne Databases,p3,A1.10,do,15
Marck Wijngaarden,Collectieve Intelligentie,h1,C0.110,di,15
Marck Wijngaarden,Collectieve Intelligentie,h3,C0.110,di,17
Marck Wijngaarden,Databases 2,h1,C0.110,vr,13
Marck Wijngaarden,Collectieve Intelligentie,h2,C0.110,di,13
Andre Dieters,Heuristieken 1,h1,B0.201,ma,15
Andre Dieters,Algoritmen en complexiteit,h1,C1.112,vr,9
Andre Dieters,Heuristieken 1,w2,B0.201,ma,13
Andre Dieters,Algoritmen en complexiteit,p1,A1.06,vr,11
Andre Dieters,Databases 2,w2,A1.04,wo,9
Andre Dieters,Algoritmen en complexiteit,w1,C1.112,di,11
Andre Dieters,Databases 2,h1,C0.110,vr,13
Andre Dieters,Netwerken en systeembeveiliging,p4,A1.08,do,11
Rochelle Thielen,Kansrekenen 2,h2,C0.110,ma,13
Rochelle Thielen,Programmeren in Java 2,p5,C0.110,do,11
Rochelle Thielen,Kansrekenen 2,h1,C0.110,ma,11
Pearl van der Leek,Moderne Databases,w3,B0.201,di,13
Pearl van der Leek,Moderne Databases,p2,A1.06,wo,9
Pearl van der Leek,Moderne Databases,h1,C1.112,ma,13
Skye Tas,Moderne Databases,w2,C1.112,wo,13
Skye Tas,Moderne Databases,h1,C1.112,ma,13
Skye Tas,Kansrekenen 2,h1,C0.110,ma,11
Skye Tas,Moderne Databases,p1,A1.04,vr,15
Skye Tas,Databases 2,w1,C1.112,vr,11
Skye Tas,Databases 2,h1,C0.110,vr,13
Skye Tas,Kansrekenen 2,h2,C0.110,ma,13
Nuriye Kooijmans,Calculus 2,h1,C0.110,do,13
Nuriye Kooijmans,Moderne Databases,h1,C1.112,ma,13
Nuriye Kooijmans,Heuristieken 1,w1,B0.201,di,15
Nuriye Kooijmans,Heuristieken 1,h1,B0.201,ma,15
Nuriye Kooijmans,Moderne Databases,p1,A1.04,vr,15
Nuriye Kooijmans,Calculus 2,w2,C1.112,do,11
Nuriye Kooijmans,Advanced Heuristics,h1,A1.04,wo,13
Nuriye Kooijmans,Moderne Databases,w3,B0.201,di,13
Nuriye Kooijmans,Analysemethoden en -technieken,h1,A1.10,di,11
Nuriye Kooijmans,Advanced Heuristics,p2,C0.110,wo,15
Ethan Broer,Kansrekenen 2,h1,C0.110,ma,11
Ethan Broer,Algoritmen en complexiteit,h1,C1.112,vr,9
Ethan Broer,Software engineering,p2,A1.10,do,9
Ethan Broer,Software engineering,h1,C0.110,ma,15
Ethan Broer,Software engineering,w2,A1.10,wo,13
Ethan Broer,Algoritmen en complexiteit,p2,A1.04,vr,11
Ethan Broer,Kansrekenen 2,h2,C0.110,ma,13
Ethan Broer,Algoritmen en complexiteit,w1,C1.112,di,11
Nordin Geboers,Data Mining,w3,A1.04,ma,15
Nordin Geboers,Data Mining,h1,B0.201,vr,13
Nordin Geboers,Data Mining,p1,A1.08,di,9
Nordin Geboers,Data Mining,h2,A1.10,vr,15
Nordin Geboers,Programmeren in Java 2,p2,A1.06,di,11
Mathe Luth,Zoeken sturen en bewegen,p2,A1.08,do,13
Mathe Luth,Analysemethoden en -technieken,h1,A1.10,di,11
Marco Bloemert,Collectieve Intelligentie,p4,A1.06,vr,13
Marco Bloemert,Collectieve Intelligentie,w4,A1.04,wo,15
Marco Bloemert,Collectieve Intelligentie,h1,C0.110,di,15
Marco Bloemert,Collectieve Intelligentie,h3,C0.110,di,17
Marco Bloemert,Collectieve Intelligentie,h2,C0.110,di,13
Jacey Tun,Reflectie op de digitale cultuur,h1,A1.10,do,13
Jacey Tun,Reflectie op de digitale cultuur,h2,C1.112,di,13
Jacey Tun,Reflectie op de digitale cultuur,w2,A1.10,ma,15
Mellisa Leemburg,Advanced Heuristics,p2,C0.110,wo,15
Mellisa Leemburg,Calculus 2,h1,C0.110,do,13
Mellisa Leemburg,Databases 2,w1,C1.112,vr,11
Mellisa Leemburg,Advanced Heuristics,h1,A1.04,wo,13
Mellisa Leemburg,Programmeren in Java 2,p2,A1.06,di,11
Mellisa Leemburg,Calculus 2,w3,A1.10,ma,13
Mellisa Leemburg,Databases 2,h1,C0.110,vr,13
Willibrordus Agema,Calculus 2,h1,C0.110,do,13
Willibrordus Agema,Calculus 2,w3,A1.10,ma,13
Shakir Paauwe,Netwerken en systeembeveiliging,p3,B0.201,do,11
Shakir Paauwe,Bioinformatica,p2,A1.08,wo,11
Shakir Paauwe,Bioinformatica,h2,B0.201,ma,11
Shakir Paauwe,Bioinformatica,h3,A1.10,ma,9
Shakir Paauwe,Bioinformatica,w1,C0.110,vr,9
Shakir Paauwe,Bioinformatica,h1,B0.201,vr,11
Thyrza Blik,Lineaire Algebra,h1,C1.112,ma,9
Thyrza Blik,Lineaire Algebra,h2,A1.10,ma,11
Fransiscus Zagers,Kansrekenen 2,h1,C0.110,ma,11
Fransiscus Zagers,Webprogrammeren en databases,h2,B0.201,do,13
Fransiscus Zagers,Webprogrammeren en databases,p2,B0.201,wo,9
Fransiscus Zagers,Kansrekenen 2,h2,C0.110,ma,13
Fransiscus Zagers,Webprogrammeren en databases,w1,A1.08,vr,13
Fransiscus Zagers,Webprogrammeren en databases,h1,C1.112,do,15
Tarik van Vloten,Lineaire Algebra,h1,C1.112,ma,9
Tarik van Vloten,Software engineering,p1,C0.110,ma,17
Tarik van Vloten,Lineaire Algebra,h2,A1.10,ma,11
Tarik van Vloten,Software engineering,w1,C1.112,wo,11
Tarik van Vloten,Software engineering,h1,C0.110,ma,15
Arif Schrader,Calculus 2,h1,C0.110,do,13
Arif Schrader,Calculus 2,w2,C1.112,do,11
Arif Schrader,Project Genetic Algorithms,p1,A1.06,di,15
Nanette te Braak,Compilerbouw,w1,B0.201,wo,13
Nanette te Braak,Calculus 2,h1,C0.110,do,13
Nanette te Braak,Architectuur en computerorganisatie,h1,B0.201,ma,9
Nanette te Braak,Moderne Databases,h1,C1.112,ma,13
Nanette te Braak,Architectuur en computerorganisatie,h2,A1.06,ma,11
Nanette te Braak,Compilerbouw,p2,A1.04,di,13
Nanette te Braak,Compilerbouw,h1,C0.110,di,9
Nanette te Braak,Compilerbouw,h2,C0.110,di,11
Nanette te Braak,Moderne Databases,p3,A1.10,do,15
Nanette te Braak,Moderne Databases,w1,C1.112,vr,13
Nanette te Braak,Calculus 2,w1,C0.110,wo,11
Quido Deniz,Lineaire Algebra,h1,C1.112,ma,9
Quido Deniz,Programmeren in Java 2,p8,C0.110,wo,13
Quido Deniz,Lineaire Algebra,h2,A1.10,ma,11
Quido Deniz,Interactie-ontwerp,h2,A1.08,di,13
Quido Deniz,Interactie-ontwerp,h1,C1.112,di,15
Borre van Ruler,Kansrekenen 2,h2,C0.110,ma,13
Borre van Ruler,Kansrekenen 2,h1,C0.110,ma,11
Gradus Dams,Compilerbouw,w1,B0.201,wo,13
Gradus Dams,Project Genetic Algorithms,p3,A1.04,ma,9
Gradus Dams,Compilerbouw,p2,A1.04,di,13
Gradus Dams,Compilerbouw,h1,C0.110,di,9
Gradus Dams,Compilerbouw,h2,C0.110,di,11
Johanne Holstein,Compilerbouw practicum,p1,A1.08,ma,9
Johanne Holstein,Netwerken en systeembeveiliging,p1,A1.08,wo,13
Amadou Boekema,Compilerbouw,w1,B0.201,wo,13
Amadou Boekema,Kansrekenen 2,h1,C0.110,ma,11
Amadou Boekema,Interactie-ontwerp,h2,A1.08,di,13
Amadou Boekema,Interactie-ontwerp,h1,C1.112,di,15
Amadou Boekema,Compilerbouw,h1,C0.110,di,9
Amadou Boekema,Compilerbouw,h2,C0.110,di,11
Amadou Boekema,Kansrekenen 2,h2,C0.110,ma,13
Amadou Boekema,Compilerbouw,p1,C1.112,ma,11
El van Rosmalen,Lineaire Algebra,h1,C1.112,ma,9
El van Rosmalen,Lineaire Algebra,h2,A1.10,ma,11
Esperanza Kwee,Kansrekenen 2,h2,C0.110,ma,13
Esperanza Kwee,Kansrekenen 2,h1,C0.110,ma,11
Patricia Sier,Compilerbouw,w1,B0.201,wo,13
Patricia Sier,Bioinformatica,h1,B0.201,vr,11
Patricia Sier,Software engineering,p1,C0.110,ma,17
Patricia Sier,Compilerbouw,p2,A1.04,di,13
Patricia Sier,Compilerbouw,h1,C0.110,di,9
Patricia Sier,Software engineering,w1,C1.112,wo,11
Patricia Sier,Software engineering,h1,C0.110,ma,15
Patricia Sier,Project Numerical Recipes,p2,A1.06,do,9
Patricia Sier,Bioinformatica,h3,A1.10,ma,9
Patricia Sier,Compilerbouw,h2,C0.110,di,11
Patricia Sier,Bioinformatica,w1,C0.110,vr,9
Patricia Sier,Bioinformatica,p4,A1.10,di,15
Patricia Sier,Bioinformatica,h2,B0.201,ma,11
Keshia Westgeest,Calculus 2,h1,C0.110,do,13
Keshia Westgeest,Calculus 2,w1,C0.110,wo,11
Maan ten Pas,Architectuur en computerorganisatie,h1,B0.201,ma,9
Maan ten Pas,Heuristieken 1,w1,B0.201,di,15
Maan ten Pas,Kansrekenen 2,h1,C0.110,ma,11
Maan ten Pas,Heuristieken 1,h1,B0.201,ma,15
Maan ten Pas,Architectuur en computerorganisatie,h2,A1.06,ma,11
Maan ten Pas,Kansrekenen 2,h2,C0.110,ma,13
Roma Rotgans,Software engineering,p1,C0.110,ma,17
Roma Rotgans,Bioinformatica,p2,A1.08,wo,11
Roma Rotgans,Bioinformatica,w3,B0.201,di,9
Roma Rotgans,Software engineering,h1,C0.110,ma,15
Roma Rotgans,Software engineering,w2,A1.10,wo,13
Roma Rotgans,Bioinformatica,h3,A1.10,ma,9
Roma Rotgans,Bioinformatica,h2,B0.201,ma,11
Roma Rotgans,Bioinformatica,h1,B0.201,vr,11
Ard Tielemans,Data Mining,w3,A1.04,ma,15
Ard Tielemans,Data Mining,h1,B0.201,vr,13
Ard Tielemans,Data Mining,p3,A1.06,ma,13
Ard Tielemans,Programmeren in Java 2,p3,C1.112,do,13
Ard Tielemans,Algoritmen en complexiteit,h1,C1.112,vr,9
Ard Tielemans,Collectieve Intelligentie,p4,A1.06,vr,13
Ard Tielemans,Data Mining,h2,A1.10,vr,15
Ard Tielemans,Bioinformatica,w3,B0.201,di,9
Ard Tielemans,Algoritmen en complexiteit,w3,A1.06,wo,11
Ard Tielemans,Algoritmen en complexiteit,p1,A1.06,vr,11
Ard Tielemans,Collectieve Intelligentie,w2,A1.04,di,11
Ard Tielemans,Bioinformatica,h3,A1.10,ma,9
Ard Tielemans,Bioinformatica,h2,B0.201,ma,11
Ard Tielemans,Collectieve Intelligentie,h1,C0.110,di,15
Ard Tielemans,Bioinformatica,h1,B0.201,vr,11
Ard Tielemans,Bioinformatica,p3,A1.06,wo,13
Ard Tielemans,Collectieve Intelligentie,h3,C0.110,di,17
Ard Tielemans,Collectieve Intelligentie,h2,C0.110,di,13
Stephano Popma,Compilerbouw,w1,B0.201,wo,13
Stephano Popma,Architectuur en computerorganisatie,h1,B0.201,ma,9
Stephano Popma,Architectuur en computerorganisatie,h2,A1.06,ma,11
Stephano Popma,Databases 2,w1,C1.112,vr,11
Stephano Popma,Compilerbouw,p2,A1.04,di,13
Stephano Popma,Compilerbouw,h1,C0.110,di,9
Stephano Popma,Compilerbouw,h2,C0.110,di,11
Stephano Popma,Databases 2,h1,C0.110,vr,13
Rayen van de Kruijs,Compilerbouw,w1,B0.201,wo,13
Rayen van de Kruijs,Calculus 2,h1,C0.110,do,13
Rayen van de Kruijs,Kansrekenen 2,h1,C0.110,ma,11
Rayen van de Kruijs,Compilerbouw,p2,A1.04,di,13
Rayen van de Kruijs,Compilerbouw,h1,C0.110,di,9
Rayen van de Kruijs,Calculus 2,w2,C1.112,do,11
Rayen van de Kruijs,Machine Learning,h1,A1.04,vr,13
Rayen van de Kruijs,Machine Learning,h2,A1.10,vr,11
Rayen van de Kruijs,Compilerbouw,h2,C0.110,di,11
Rayen van de Kruijs,Programmeren in Java 2,p6,C1.112,vr,15
Rayen van de Kruijs,Kansrekenen 2,h2,C0.110,ma,13
Vinod Velt,Databases 2,w1,C1.112,vr,11
Vinod Velt,Webprogrammeren en databases,h2,B0.201,do,13
Vinod Velt,Webprogrammeren en databases,p2,B0.201,wo,9
Vinod Velt,Webprogrammeren en databases,w2,A1.10,di,13
Vinod Velt,Databases 2,h1,C0.110,vr,13
Vinod Velt,Webprogrammeren en databases,h1,C1.112,do,15
Henricus Noot,Programmeren in Java 2,p8,C0.110,wo,13
Marnik Imthorn,Zoeken sturen en bewegen,p3,C0.110,vr,15
Marnik Imthorn,Programmeren in Java 2,p1,C0.110,do,15
Shawny van de Pol,Lineaire Algebra,h1,C1.112,ma,9
Shawny van de Pol,Bioinformatica,h1,B0.201,vr,11
Shawny van de Pol,Collectieve Intelligentie,h1,C0.110,di,15
Shawny van de Pol,Bioinformatica,p2,A1.08,wo,11
Shawny van de Pol,Lineaire Algebra,h2,A1.10,ma,11
Shawny van de Pol,Collectieve Intelligentie,p3,A1.08,vr,15
Shawny van de Pol,Collectieve Intelligentie,w2,A1.04,di,11
Shawny van de Pol,Bioinformatica,h3,A1.10,ma,9
Shawny van de Pol,Bioinformatica,h2,B0.201,ma,11
Shawny van de Pol,Bioinformatica,w1,C0.110,vr,9
Shawny van de Pol,Databases 2,w2,A1.04,wo,9
Shawny van de Pol,Collectieve Intelligentie,h3,C0.110,di,17
Shawny van de Pol,Databases 2,h1,C0.110,vr,13
Shawny van de Pol,Collectieve Intelligentie,h2,C0.110,di,13
Tos van der Ster,Calculus 2,h1,C0.110,do,13
Tos van der Ster,Calculus 2,w2,C1.112,do,11
Sharan Baselmans,Lineaire Algebra,h1,C1.112,ma,9
Sharan Baselmans,Compilerbouw,w1,B0.201,wo,13
Sharan Baselmans,Lineaire Algebra,h2,A1.10,ma,11
Sharan Baselmans,Compilerbouw,p2,A1.04,di,13
Sharan Baselmans,Compilerbouw,h1,C0.110,di,9
Sharan Baselmans,Collectieve Intelligentie,h2,C0.110,di,13
Sharan Baselmans,Collectieve Intelligentie,w4,A1.04,wo,15
Sharan Baselmans,Project Numerical Recipes,p2,A1.06,do,9
Sharan Baselmans,Compilerbouw,h2,C0.110,di,11
Sharan Baselmans,Collectieve Intelligentie,h1,C0.110,di,15
Sharan Baselmans,Collectieve Intelligentie,h3,C0.110,di,17
Sharan Baselmans,Collectieve Intelligentie,p2,B0.201,vr,15
Franke Stoppels,Algoritmen en complexiteit,h1,C1.112,vr,9
Franke Stoppels,Algoritmen en complexiteit,w1,C1.112,di,11
Franke Stoppels,Algoritmen en complexiteit,p1,A1.06,vr,11
Kenan Spronck,Compilerbouw practicum,p1,A1.08,ma,9
Luciana Putters,Autonomous Agents 2,h2,A1.04,do,13
Luciana Putters,Autonomous Agents 2,h1,A1.10,do,11
Luciana Putters,Autonomous Agents 2,p1,A1.08,do,9
Luciana Putters,Autonomous Agents 2,w1,A1.08,wo,9
Cyrina Brasser,Bioinformatica,w3,B0.201,di,9
Cyrina Brasser,Analysemethoden en -technieken,h1,A1.10,di,11
Cyrina Brasser,Project Numerical Recipes,p2,A1.06,do,9
Cyrina Brasser,Bioinformatica,h3,A1.10,ma,9
Cyrina Brasser,Bioinformatica,h2,B0.201,ma,11
Cyrina Brasser,Bioinformatica,h1,B0.201,vr,11
Cyrina Brasser,Bioinformatica,p3,A1.06,wo,13
Wilmer Appelhof,Programmeren in Java 2,p2,A1.06,di,11
Dinah Ensink,Kansrekenen 2,h2,C0.110,ma,13
Dinah Ensink,Programmeren in Java 2,p1,C0.110,do,15
Dinah Ensink,Kansrekenen 2,h1,C0.110,ma,11
George Knuiman,Compilerbouw,h2,C0.110,di,11
George Knuiman,Compilerbouw,p2,A1.04,di,13
George Knuiman,Compilerbouw,h1,C0.110,di,9
George Knuiman,Compilerbouw,w2,C0.110,ma,9
Marssae Joseph,Lineaire Algebra,h1,C1.112,ma,9
Marssae Joseph,Software engineering,p1,C0.110,ma,17
Marssae Joseph,Lineaire Algebra,h2,A1.10,ma,11
Marssae Joseph,Software engineering,h1,C0.110,ma,15
Marssae Joseph,Software engineering,w2,A1.10,wo,13
Hiba Boogert,Calculus 2,h1,C0.110,do,13
Hiba Boogert,Netwerken en systeembeveiliging,p2,A1.04,di,9
Hiba Boogert,Calculus 2,w2,C1.112,do,11
Jetty van Putten,Informatie- en organisatieontwerp,p1,B0.201,wo,11
Jetty van Putten,Data Mining,h1,B0.201,vr,13
Jetty van Putten,Informatie- en organisatieontwerp,w2,C1.112,do,9
Jetty van Putten,Informatie- en organisatieontwerp,h1,C0.110,vr,11
Jetty van Putten,Data Mining,p3,A1.06,ma,13
Jetty van Putten,Informatie- en organisatieontwerp,h2,A1.10,vr,9
Jetty van Putten,Data Mining,h2,A1.10,vr,15
Jetty van Putten,Bioinformatica,w3,B0.201,di,9
Jetty van Putten,Data Mining,w2,A1.08,ma,15
Jetty van Putten,Bioinformatica,h2,B0.201,ma,11
Jetty van Putten,Bioinformatica,h3,A1.10,ma,9
Jetty van Putten,Bioinformatica,h1,B0.201,vr,11
Jetty van Putten,Bioinformatica,p3,A1.06,wo,13
Eyup Wesselman,Software engineering,h1,C0.110,ma,15
Eyup Wesselman,Software engineering,p1,C0.110,ma,17
Eyup Wesselman,Software engineering,w1,C1.112,wo,11
Kamila van de Kruijs,Project Numerical Recipes,p3,A1.04,vr,9
Herman Apeldoorn,Heuristieken 2,w1,C1.112,ma,15
Herman Apeldoorn,Heuristieken 2,h1,C1.112,wo,9
Herman Apeldoorn,Advanced Heuristics,h1,A1.04,wo,13
Herman Apeldoorn,Advanced Heuristics,p1,A1.08,vr,9
Jimi Sips,Calculus 2,h1,C0.110,do,13
Jimi Sips,Collectieve Intelligentie,w3,A1.04,do,11
Jimi Sips,Webprogrammeren en databases,h2,B0.201,do,13
Jimi Sips,Collectieve Intelligentie,p1,C0.110,do,9
Jimi Sips,Webprogrammeren en databases,w3,A1.08,vr,11
Jimi Sips,Collectieve Intelligentie,h2,C0.110,di,13
Jimi Sips,Webprogrammeren en databases,p2,B0.201,wo,9
Jimi Sips,Collectieve Intelligentie,h1,C0.110,di,15
Jimi Sips,Collectieve Intelligentie,h3,C0.110,di,17
Jimi Sips,Calculus 2,w1,C0.110,wo,11
Jimi Sips,Webprogrammeren en databases,h1,C1.112,do,15
Eddy Gerritse,Analysemethoden en -technieken,h1,A1.10,di,11
Hui van Zeijl,Architectuur en computerorganisatie,h1,B0.201,ma,9
Hui van Zeijl,Heuristieken 1,h1,B0.201,ma,15
Hui van Zeijl,Compilerbouw practicum,p2,A1.06,vr,9
Hui van Zeijl,Architectuur en computerorganisatie,h2,A1.06,ma,11
Hui van Zeijl,Heuristieken 1,w2,B0.201,ma,13
Wannes Lohuis,Compilerbouw,w1,B0.201,wo,13
Wannes Lohuis,Compilerbouw,p2,A1.04,di,13
Wannes Lohuis,Compilerbouw,h1,C0.110,di,9
Wannes Lohuis,Compilerbouw,h2,C0.110,di,11
Talha Vermeeren,Data Mining,h1,B0.201,vr,13
Talha Vermeeren,Data Mining,p2,A1.10,wo,15
Talha Vermeeren,Data Mining,h2,A1.10,vr,15
Talha Vermeeren,Data Mining,w2,A1.08,ma,15
